"","gene","comparison","scaffold","Gene.Predict","id","gene.start","gene.stop","pos1","pos2","pos3","attr","GO"
"245","rna-XM_027199711.1","control_vs_mid","NW_020847079.1","Gnomon","mRNA",187753,193083,".","+",".","ID=rna-XM_027199711.1;Parent=gene-LOC113682550;Dbxref=GeneID:113682550,Genbank:XM_027199711.1;Name=XM_027199711.1;gbkey=mRNA;gene=LOC113682550;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns;product=protein SCO1 homolog%2C mitochondrial-like;transcript_id=XM_027199711.1;pdam_00005200;Pocillopora damicornis;113682550;protein SCO1 homolog, mitochondrial-like","GO:0005507,GO:0005743,GO:0006825,GO:0006878,GO:0008535,GO:0045454"
"246","rna-XM_027199782.1","control_vs_mid","NW_020847100.1","Gnomon","mRNA",435301,442208,".","-",".","ID=rna-XM_027199782.1;Parent=gene-LOC113682623;Dbxref=GeneID:113682623,Genbank:XM_027199782.1;Name=XM_027199782.1;gbkey=mRNA;gene=LOC113682623;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 12 samples with support for all annotated introns;product=uncharacterized LOC113682623%2C transcript variant X2;transcript_id=XM_027199782.1;;Pocillopora damicornis;113682623;uncharacterized LOC113682623",""
"247","rna-XM_027199819.1","control_vs_mid","NW_020847100.1","Gnomon","mRNA",203011,205109,".","-",".","ID=rna-XM_027199819.1;Parent=gene-LOC113682653;Dbxref=GeneID:113682653,Genbank:XM_027199819.1;Name=XM_027199819.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: added 283 bases not found in genome assembly;end_range=205109,.;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=LOC113682653;inference=similar to RNA sequence (same species):INSD:GEFF01003909.1;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 49 samples with support for all annotated introns;partial=true;product=activator of 90 kDa heat shock protein ATPase homolog 1-like;transcript_id=XM_027199819.1;;Pocillopora damicornis;113682653;activator of 90 kDa heat shock protein ATPase homolog 1-like",""
"248","rna-XM_027199913.1","control_vs_mid","NW_020847119.1","Gnomon","mRNA",28571,43586,".","+",".","ID=rna-XM_027199913.1;Parent=gene-LOC113682737;Dbxref=GeneID:113682737,Genbank:XM_027199913.1;Name=XM_027199913.1;gbkey=mRNA;gene=LOC113682737;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=kelch domain-containing protein 3-like%2C transcript variant X6;transcript_id=XM_027199913.1;pdam_00022847;Pocillopora damicornis;113682737;kelch domain-containing protein 3-like","GO:0005515"
"249","rna-XM_027200095.1","control_vs_mid","NW_020847159.1","Gnomon","mRNA",185720,193969,".","+",".","ID=rna-XM_027200095.1;Parent=gene-LOC113682911;Dbxref=GeneID:113682911,Genbank:XM_027200095.1;Name=XM_027200095.1;gbkey=mRNA;gene=LOC113682911;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=zinc finger Ran-binding domain-containing protein 2-like%2C transcript variant X3;transcript_id=XM_027200095.1;pdam_00010798;Pocillopora damicornis;113682911;zinc finger Ran-binding domain-containing protein 2-like",""
"250","rna-XM_027200232.1","control_vs_mid","NW_020843778.1","Gnomon","mRNA",11907,22347,".","-",".","ID=rna-XM_027200232.1;Parent=gene-LOC113683021;Dbxref=GeneID:113683021,Genbank:XM_027200232.1;Name=XM_027200232.1;gbkey=mRNA;gene=LOC113683021;model_evidence=Supporting evidence includes similarity to: 79 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 38 samples with support for all annotated introns;product=cAMP-dependent protein kinase catalytic subunit alpha-like%2C transcript variant X3;transcript_id=XM_027200232.1;pdam_00024226;Pocillopora damicornis;113683021;cAMP-dependent protein kinase catalytic subunit alpha-like","GO:0004672,GO:0004674,GO:0005524,GO:0006468"
"251","rna-XM_027200258.1","control_vs_mid","NW_020847187.1","Gnomon","mRNA",487803,499432,".","-",".","ID=rna-XM_027200258.1;Parent=gene-LOC113683061;Dbxref=GeneID:113683061,Genbank:XM_027200258.1;Name=XM_027200258.1;gbkey=mRNA;gene=LOC113683061;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns;product=uncharacterized LOC113683061%2C transcript variant X2;transcript_id=XM_027200258.1;pdam_00006462;Pocillopora damicornis;113683061;uncharacterized LOC113683061",""
"252","rna-XM_027200703.1","control_vs_mid","NW_020843801.1","Gnomon","mRNA",108474,115707,".","+",".","ID=rna-XM_027200703.1;Parent=gene-LOC113683453;Dbxref=GeneID:113683453,Genbank:XM_027200703.1;Name=XM_027200703.1;gbkey=mRNA;gene=LOC113683453;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 40 samples with support for all annotated introns;product=alpha-glucosidase 2-like%2C transcript variant X2;transcript_id=XM_027200703.1;pdam_00018630;Pocillopora damicornis;113683453;alpha-glucosidase 2-like","GO:0003824,GO:0004553,GO:0005975,GO:0030246"
"253","rna-XM_027200735.1","control_vs_mid","NW_020847248.1","Gnomon","mRNA",660826,670262,".","+",".","ID=rna-XM_027200735.1;Parent=gene-LOC113683490;Dbxref=GeneID:113683490,Genbank:XM_027200735.1;Name=XM_027200735.1;gbkey=mRNA;gene=LOC113683490;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns;product=zinc metalloproteinase nas-13-like%2C transcript variant X1;transcript_id=XM_027200735.1;pdam_00000080;Pocillopora damicornis;113683490;zinc metalloproteinase nas-13-like","GO:0004222,GO:0006508,GO:0008237,GO:0008270"
"254","rna-XM_027200914.1","control_vs_mid","NW_020847258.1","Gnomon","mRNA",113561,117540,".","-",".","ID=rna-XM_027200914.1;Parent=gene-LOC113683655;Dbxref=GeneID:113683655,Genbank:XM_027200914.1;Name=XM_027200914.1;gbkey=mRNA;gene=LOC113683655;model_evidence=Supporting evidence includes similarity to: 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 29 samples with support for all annotated introns;product=protoheme IX farnesyltransferase%2C mitochondrial-like;transcript_id=XM_027200914.1;pdam_00013840;Pocillopora damicornis;113683655;protoheme IX farnesyltransferase, mitochondrial-like","GO:0006783,GO:0008495,GO:0016021,GO:0016765,GO:0031966,GO:0048034"
"255","rna-XM_027201066.1","control_vs_mid","NW_020843823.1","Gnomon","mRNA",9459,12783,".","-",".","ID=rna-XM_027201066.1;Parent=gene-LOC113683782;Dbxref=GeneID:113683782,Genbank:XM_027201066.1;Name=XM_027201066.1;gbkey=mRNA;gene=LOC113683782;model_evidence=Supporting evidence includes similarity to: 10 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=bcl-2-related ovarian killer protein-like;transcript_id=XM_027201066.1;pdam_00013740;Pocillopora damicornis;113683782;bcl-2-related ovarian killer protein-like","GO:0042981"
"256","rna-XM_027201079.1","control_vs_mid","NW_020843823.1","Gnomon","mRNA",5296,9292,".","+",".","ID=rna-XM_027201079.1;Parent=gene-LOC113683792;Dbxref=GeneID:113683792,Genbank:XM_027201079.1;Name=XM_027201079.1;gbkey=mRNA;gene=LOC113683792;model_evidence=Supporting evidence includes similarity to: 27 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 42 samples with support for all annotated introns;product=clathrin light chain B-like%2C transcript variant X2;transcript_id=XM_027201079.1;pdam_00013739;Pocillopora damicornis;113683792;clathrin light chain B-like","GO:0005198,GO:0006886,GO:0016192,GO:0030130,GO:0030132"
"257","rna-XM_027201518.1","control_vs_mid","NW_020847358.1","Gnomon","mRNA",15912,20299,".","-",".","ID=rna-XM_027201518.1;Parent=gene-LOC113684179;Dbxref=GeneID:113684179,Genbank:XM_027201518.1;Name=XM_027201518.1;gbkey=mRNA;gene=LOC113684179;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 28 samples with support for all annotated introns;product=uncharacterized LOC113684179%2C transcript variant X3;transcript_id=XM_027201518.1;pdam_00024820;Pocillopora damicornis;113684179;uncharacterized LOC113684179",""
"258","rna-XM_027201640.1","control_vs_mid","NW_020847372.1","Gnomon","mRNA",91429,104992,".","+",".","ID=rna-XM_027201640.1;Parent=gene-LOC113684298;Dbxref=GeneID:113684298,Genbank:XM_027201640.1;Name=XM_027201640.1;gbkey=mRNA;gene=LOC113684298;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=sphingosine-1-phosphate lyase 1-like;transcript_id=XM_027201640.1;pdam_00007360;Pocillopora damicornis;113684298;sphingosine-1-phosphate lyase 1-like","GO:0003824,GO:0016831,GO:0019752,GO:0030170"
"259","rna-XM_027202051.1","control_vs_mid","NW_020847472.1","Gnomon","mRNA",274896,278728,".","+",".","ID=rna-XM_027202051.1;Parent=gene-LOC113684657;Dbxref=GeneID:113684657,Genbank:XM_027202051.1;Name=XM_027202051.1;gbkey=mRNA;gene=LOC113684657;model_evidence=Supporting evidence includes similarity to: 16 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=beta-1%2C4-N-acetylgalactosaminyltransferase 3-like;transcript_id=XM_027202051.1;pdam_00005629;Pocillopora damicornis;113684657;beta-1,4-N-acetylgalactosaminyltransferase 3-like","GO:0008376,GO:0032580"
"260","rna-XM_027202548.1","control_vs_mid","NW_020847526.1","Gnomon","mRNA",462686,470173,".","-",".","ID=rna-XM_027202548.1;Parent=gene-LOC113685085;Dbxref=GeneID:113685085,Genbank:XM_027202548.1;Name=XM_027202548.1;gbkey=mRNA;gene=LOC113685085;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=activating signal cointegrator 1 complex subunit 2-like;transcript_id=XM_027202548.1;pdam_00006322;Pocillopora damicornis;113685085;activating signal cointegrator 1 complex subunit 2-like","GO:0005515"
"261","rna-XM_027202564.1","control_vs_mid","NW_020847526.1","Gnomon","mRNA",545589,559193,".","+",".","ID=rna-XM_027202564.1;Parent=gene-LOC113685100;Dbxref=GeneID:113685100,Genbank:XM_027202564.1;Name=XM_027202564.1;gbkey=mRNA;gene=LOC113685100;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 30 samples with support for all annotated introns;product=probable ubiquitin carboxyl-terminal hydrolase MINDY-4%2C transcript variant X1;transcript_id=XM_027202564.1;pdam_00006330;Pocillopora damicornis;113685100;probable ubiquitin carboxyl-terminal hydrolase MINDY-4",""
"262","rna-XM_027202639.1","control_vs_mid","NW_020847533.1","Gnomon","mRNA",91647,94946,".","-",".","ID=rna-XM_027202639.1;Parent=gene-LOC113685160;Dbxref=GeneID:113685160,Genbank:XM_027202639.1;Name=XM_027202639.1;gbkey=mRNA;gene=LOC113685160;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC113685160%2C transcript variant X2;transcript_id=XM_027202639.1;pdam_00009923;Pocillopora damicornis;113685160;uncharacterized LOC113685160",""
"263","rna-XM_027202685.1","control_vs_mid","NW_020847536.1","Gnomon","mRNA",28432,31218,".","-",".","ID=rna-XM_027202685.1;Parent=gene-LOC113685200;Dbxref=GeneID:113685200,Genbank:XM_027202685.1;Name=XM_027202685.1;gbkey=mRNA;gene=LOC113685200;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=extracellular calcium-sensing receptor-like%2C transcript variant X1;transcript_id=XM_027202685.1;;Pocillopora damicornis;113685200;extracellular calcium-sensing receptor-like",""
"264","rna-XM_027202710.1","control_vs_mid","NW_020847542.1","Gnomon","mRNA",49478,56974,".","-",".","ID=rna-XM_027202710.1;Parent=gene-LOC113685223;Dbxref=GeneID:113685223,Genbank:XM_027202710.1;Name=XM_027202710.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: added 31 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=LOC113685223;inference=similar to RNA sequence (same species):INSD:GEFF01005286.1;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;partial=true;product=uncharacterized LOC113685223;start_range=.,49478;transcript_id=XM_027202710.1;;Pocillopora damicornis;113685223;uncharacterized LOC113685223",""
"265","rna-XM_027202785.1","control_vs_mid","NW_020847563.1","Gnomon","mRNA",199186,201184,".","+",".","ID=rna-XM_027202785.1;Parent=gene-LOC113685295;Dbxref=GeneID:113685295,Genbank:XM_027202785.1;Name=XM_027202785.1;gbkey=mRNA;gene=LOC113685295;model_evidence=Supporting evidence includes similarity to: 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 38 samples with support for all annotated introns;product=protein rolling stone-like;transcript_id=XM_027202785.1;;Pocillopora damicornis;113685295;protein rolling stone-like",""
"266","rna-XM_027202804.1","control_vs_mid","NW_020847569.1","Gnomon","mRNA",780150,782270,".","+",".","ID=rna-XM_027202804.1;Parent=gene-LOC113685308;Dbxref=GeneID:113685308,Genbank:XM_027202804.1;Name=XM_027202804.1;gbkey=mRNA;gene=LOC113685308;model_evidence=Supporting evidence includes similarity to: 10 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=microfibril-associated glycoprotein 4-like%2C transcript variant X2;transcript_id=XM_027202804.1;;Pocillopora damicornis;113685308;microfibril-associated glycoprotein 4-like",""
"267","rna-XM_027202820.1","control_vs_mid","NW_020847569.1","Gnomon","mRNA",816508,831570,".","+",".","ID=rna-XM_027202820.1;Parent=gene-LOC113685326;Dbxref=GeneID:113685326,Genbank:XM_027202820.1;Name=XM_027202820.1;gbkey=mRNA;gene=LOC113685326;model_evidence=Supporting evidence includes similarity to: 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 33 samples with support for all annotated introns;product=septin-7-like%2C transcript variant X1;transcript_id=XM_027202820.1;pdam_00002427;Pocillopora damicornis;113685326;septin-7-like","GO:0005525"
"268","rna-XM_027202937.1","control_vs_mid","NW_020847569.1","Gnomon","mRNA",651496,655454,".","-",".","ID=rna-XM_027202937.1;Parent=gene-LOC113685425;Dbxref=GeneID:113685425,Genbank:XM_027202937.1;Name=XM_027202937.1;gbkey=mRNA;gene=LOC113685425;model_evidence=Supporting evidence includes similarity to: 10 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 44 samples with support for all annotated introns;product=LYR motif-containing protein 4-like;transcript_id=XM_027202937.1;pdam_00002413;Pocillopora damicornis;113685425;LYR motif-containing protein 4-like",""
"269","rna-XM_027202948.1","control_vs_mid","NW_020847572.1","Gnomon","mRNA",332996,336055,".","-",".","ID=rna-XM_027202948.1;Parent=gene-LOC113685434;Dbxref=GeneID:113685434,Genbank:XM_027202948.1;Name=XM_027202948.1;gbkey=mRNA;gene=LOC113685434;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=growth hormone secretagogue receptor type 1-like%2C transcript variant X1;transcript_id=XM_027202948.1;;Pocillopora damicornis;113685434;growth hormone secretagogue receptor type 1-like",""
"270","rna-XM_027203053.1","control_vs_mid","NW_020847584.1","Gnomon","mRNA",198628,205812,".","-",".","ID=rna-XM_027203053.1;Parent=gene-LOC113685537;Dbxref=GeneID:113685537,Genbank:XM_027203053.1;Name=XM_027203053.1;gbkey=mRNA;gene=LOC113685537;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=myosin-VIIa-like%2C transcript variant X1;transcript_id=XM_027203053.1;pdam_00014937;Pocillopora damicornis;113685537;myosin-VIIa-like","GO:0005856"
"271","rna-XM_027203170.1","control_vs_mid","NW_020847593.1","Gnomon","mRNA",114124,121139,".","+",".","ID=rna-XM_027203170.1;Parent=gene-LOC113685640;Dbxref=GeneID:113685640,Genbank:XM_027203170.1;Name=XM_027203170.1;gbkey=mRNA;gene=LOC113685640;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 85%25 coverage of the annotated genomic feature by RNAseq alignments;product=putative leucine-rich repeat-containing protein DDB_G0281931;transcript_id=XM_027203170.1;pdam_00007547;Pocillopora damicornis;113685640;putative leucine-rich repeat-containing protein DDB_G0281931","GO:0005515"
"272","rna-XM_027203611.1","control_vs_mid","NW_020847654.1","Gnomon","mRNA",218695,221358,".","+",".","ID=rna-XM_027203611.1;Parent=gene-LOC113686017;Dbxref=GeneID:113686017,Genbank:XM_027203611.1;Name=XM_027203611.1;gbkey=mRNA;gene=LOC113686017;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC113686017;transcript_id=XM_027203611.1;;Pocillopora damicornis;113686017;uncharacterized LOC113686017",""
"273","rna-XM_027203620.1","control_vs_mid","NW_020847658.1","Gnomon","mRNA",2628,5025,".","+",".","ID=rna-XM_027203620.1;Parent=gene-LOC113686028;Dbxref=GeneID:113686028,Genbank:XM_027203620.1;Name=XM_027203620.1;gbkey=mRNA;gene=LOC113686028;model_evidence=Supporting evidence includes similarity to: 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=uncharacterized LOC113686028;transcript_id=XM_027203620.1;;Pocillopora damicornis;113686028;uncharacterized LOC113686028",""
"274","rna-XM_027203673.1","control_vs_mid","NW_020847681.1","Gnomon","mRNA",335095,335442,".","+",".","ID=rna-XM_027203673.1;Parent=gene-LOC113686078;Dbxref=GeneID:113686078,Genbank:XM_027203673.1;Name=XM_027203673.1;gbkey=mRNA;gene=LOC113686078;model_evidence=Supporting evidence includes similarity to: 1 Protein;product=succinate dehydrogenase assembly factor 4%2C mitochondrial-like;transcript_id=XM_027203673.1;pdam_00010407;Pocillopora damicornis;113686078;succinate dehydrogenase assembly factor 4, mitochondrial-like",""
"275","rna-XM_027203763.1","control_vs_mid","NW_020843398.1","Gnomon","mRNA",39980,53339,".","+",".","ID=rna-XM_027203763.1;Parent=gene-LOC113686001;Dbxref=GeneID:113686001,Genbank:XM_027203763.1;Name=XM_027203763.1;gbkey=mRNA;gene=LOC113686001;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns;product=coadhesin-like%2C transcript variant X3;transcript_id=XM_027203763.1;pdam_00018725;Pocillopora damicornis;113686001;coadhesin-like",""
"276","rna-XM_027203848.1","control_vs_mid","NW_020847747.1","Gnomon","mRNA",164119,167259,".","-",".","ID=rna-XM_027203848.1;Parent=gene-LOC113686249;Dbxref=GeneID:113686249,Genbank:XM_027203848.1;Name=XM_027203848.1;gbkey=mRNA;gene=LOC113686249;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 44 samples with support for all annotated introns;product=COX assembly mitochondrial protein 2 homolog;transcript_id=XM_027203848.1;pdam_00003440;Pocillopora damicornis;113686249;COX assembly mitochondrial protein 2 homolog",""
"277","rna-XM_027204007.1","control_vs_mid","NW_020847750.1","Gnomon","mRNA",157491,180183,".","-",".","ID=rna-XM_027204007.1;Parent=gene-LOC113686389;Dbxref=GeneID:113686389,Genbank:XM_027204007.1;Name=XM_027204007.1;gbkey=mRNA;gene=LOC113686389;model_evidence=Supporting evidence includes similarity to: 27 Proteins%2C and 49%25 coverage of the annotated genomic feature by RNAseq alignments;product=tetratricopeptide repeat protein 28-like;transcript_id=XM_027204007.1;;Pocillopora damicornis;113686389;tetratricopeptide repeat protein 28-like",""
"278","rna-XM_027204276.1","control_vs_mid","NW_020843834.1","Gnomon","mRNA",882013,885648,".","+",".","ID=rna-XM_027204276.1;Parent=gene-LOC113686627;Dbxref=GeneID:113686627,Genbank:XM_027204276.1;Name=XM_027204276.1;gbkey=mRNA;gene=LOC113686627;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC113686627;transcript_id=XM_027204276.1;pdam_00001447;Pocillopora damicornis;113686627;uncharacterized LOC113686627","GO:0006629"
"279","rna-XM_027204730.1","control_vs_mid","NW_020843906.1","Gnomon","mRNA",94894,120517,".","+",".","ID=rna-XM_027204730.1;Parent=gene-LOC113687031;Dbxref=GeneID:113687031,Genbank:XM_027204730.1;Name=XM_027204730.1;gbkey=mRNA;gene=LOC113687031;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC113687031%2C transcript variant X2;transcript_id=XM_027204730.1;pdam_00019492;Pocillopora damicornis;113687031;uncharacterized LOC113687031",""
"280","rna-XR_003445691.1","control_vs_mid","NW_020843402.1","Gnomon","transcript",236663,262940,".","+",".","ID=rna-XR_003445691.1;Parent=gene-LOC113665196;Dbxref=GeneID:113665196,Genbank:XR_003445691.1;Name=XR_003445691.1;gbkey=misc_RNA;gene=LOC113665196;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns;product=leucine--tRNA ligase%2C cytoplasmic-like%2C transcript variant X3;transcript_id=XR_003445691.1;pdam_00001657;Pocillopora damicornis;113665196;leucine--tRNA ligase, cytoplasmic-like","GO:0000166,GO:0002161,GO:0004812,GO:0004823,GO:0005524,GO:0005737,GO:0006418,GO:0006429"
"281","rna-XR_003445699.1","control_vs_mid","NW_020844153.1","Gnomon","lnc_RNA",382392,383195,".","+",".","ID=rna-XR_003445699.1;Parent=gene-LOC113665263;Dbxref=GeneID:113665263,Genbank:XR_003445699.1;Name=XR_003445699.1;gbkey=ncRNA;gene=LOC113665263;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=uncharacterized LOC113665263;transcript_id=XR_003445699.1;;Pocillopora damicornis;113665263;uncharacterized LOC113665263",""
"282","rna-XR_003446101.1","control_vs_mid","NW_020844911.1","Gnomon","lnc_RNA",290683,295192,".","-",".","ID=rna-XR_003446101.1;Parent=gene-LOC113669798;Dbxref=GeneID:113669798,Genbank:XR_003446101.1;Name=XR_003446101.1;gbkey=ncRNA;gene=LOC113669798;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 49 samples with support for all annotated introns;product=uncharacterized LOC113669798;transcript_id=XR_003446101.1;;Pocillopora damicornis;113669798;uncharacterized LOC113669798",""
"283","rna-XR_003446158.1","control_vs_mid","NW_020843530.1","Gnomon","transcript",210369,211491,".","+",".","ID=rna-XR_003446158.1;Parent=gene-LOC113670284;Dbxref=GeneID:113670284,Genbank:XR_003446158.1;Name=XR_003446158.1;gbkey=misc_RNA;gene=LOC113670284;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 29 samples with support for all annotated introns;product=uncharacterized LOC113670284%2C transcript variant X3;transcript_id=XR_003446158.1;pdam_00016176;Pocillopora damicornis;113670284;uncharacterized LOC113670284",""
"284","rna-XR_003446322.1","control_vs_mid","NW_020845388.1","Gnomon","lnc_RNA",198786,203333,".","-",".","ID=rna-XR_003446322.1;Parent=gene-LOC113672399;Dbxref=GeneID:113672399,Genbank:XR_003446322.1;Name=XR_003446322.1;gbkey=ncRNA;gene=LOC113672399;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=uncharacterized LOC113672399;transcript_id=XR_003446322.1;;Pocillopora damicornis;113672399;uncharacterized LOC113672399",""
"285","rna-XR_003446373.1","control_vs_mid","NW_020843601.1","Gnomon","lnc_RNA",109010,134936,".","+",".","ID=rna-XR_003446373.1;Parent=gene-LOC113673031;Dbxref=GeneID:113673031,Genbank:XR_003446373.1;Name=XR_003446373.1;gbkey=ncRNA;gene=LOC113673031;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns;product=uncharacterized LOC113673031%2C transcript variant X1;transcript_id=XR_003446373.1;;Pocillopora damicornis;113673031;uncharacterized LOC113673031",""
"286","rna-XR_003446580.1","control_vs_mid","NW_020845863.1","Gnomon","lnc_RNA",571147,572522,".","-",".","ID=rna-XR_003446580.1;Parent=gene-LOC113675208;Dbxref=GeneID:113675208,Genbank:XR_003446580.1;Name=XR_003446580.1;gbkey=ncRNA;gene=LOC113675208;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns;product=uncharacterized LOC113675208;transcript_id=XR_003446580.1;;Pocillopora damicornis;113675208;uncharacterized LOC113675208",""
"287","rna-XR_003446616.1","control_vs_mid","NW_020845928.1","Gnomon","lnc_RNA",39275,41732,".","-",".","ID=rna-XR_003446616.1;Parent=gene-LOC113675574;Dbxref=GeneID:113675574,Genbank:XR_003446616.1;Name=XR_003446616.1;gbkey=ncRNA;gene=LOC113675574;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns;product=uncharacterized LOC113675574;transcript_id=XR_003446616.1;;Pocillopora damicornis;113675574;uncharacterized LOC113675574",""
"288","rna-XR_003446648.1","control_vs_mid","NW_020845998.1","Gnomon","lnc_RNA",270380,271465,".","-",".","ID=rna-XR_003446648.1;Parent=gene-LOC113675825;Dbxref=GeneID:113675825,Genbank:XR_003446648.1;Name=XR_003446648.1;gbkey=ncRNA;gene=LOC113675825;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=uncharacterized LOC113675825;transcript_id=XR_003446648.1;;Pocillopora damicornis;113675825;uncharacterized LOC113675825",""
"289","rna-XR_003446776.1","control_vs_mid","NW_020846177.1","Gnomon","lnc_RNA",703,1815,".","-",".","ID=rna-XR_003446776.1;Parent=gene-LOC113677206;Dbxref=GeneID:113677206,Genbank:XR_003446776.1;Name=XR_003446776.1;gbkey=ncRNA;gene=LOC113677206;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC113677206;transcript_id=XR_003446776.1;;Pocillopora damicornis;113677206;uncharacterized LOC113677206",""
