Orthogroup	plut2v1.1.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0000036	plut2.m8.21490.m1, plut2.m8.21491.m1, plut2.m8.22829.m1, plut2.m8.22828.m1, plut2.m8.21489.m1, plut2.m8.21488.m1, plut2.m8.21487.m1, plut2.m8.2929.m1, plut2.m8.4782.m1, plut2.m8.2932.m1	Pocillopora_acuta_HIv1_PredGene_g27875.t1
OG0000037	plut2.m8.13171.m1	Pocillopora_acuta_HIv1_PredGene_g28025.t1, Pocillopora_acuta_HIv1_PredGene_g27690.t1
OG0000037	jamg1.model.Sc0000340.16, plut2.m8.2265.m1, jamg1.model.Sc0000167.9, plut2.m8.2264.m1	Pocillopora_acuta_HIv1_PredGene_g8371.t1
OG0000038	jamg1.model.Sc0000804.2, plut2.m8.26291.m1	Pocillopora_acuta_HIv1_PredGene_g29150.t1, Pocillopora_acuta_HIv1_PredGene_g29150.t2, Pocillopora_acuta_HIv1_PredGene_g23887.t1, Pocillopora_acuta_HIv1_PredGene_g17537.t1, Pocillopora_acuta_HIv1_PredGene_g32219.t1, Pocillopora_acuta_HIv1_PredGene_g18248.t1, Pocillopora_acuta_HIv1_PredGene_g3504.t1, Pocillopora_acuta_HIv1_PredGene_g13017.t3, Pocillopora_acuta_HIv1_PredGene_g16991.t1
OG0000038	plut2.m8.26344.m1, plut2.m8.21788.m1, plut2.m8.25055.m1	Pocillopora_acuta_HIv1_PredGene_g7005.t1, Pocillopora_acuta_HIv1_PredGene_g16675.t2
OG0000039	plut2.m8.22055.m1, plut2.m8.15501.m1, plut2.m8.4800.m1, plut2.m8.15500.m1, plut2.m8.15587.m1, plut2.m8.15504.m1, plut2.m8.15505.m1	Pocillopora_acuta_HIv1_PredGene_g3924.t1
OG0000040	jamg1.model.Sc0000665.13	Pocillopora_acuta_HIv1_PredGene_g33517.t1, Pocillopora_acuta_HIv1_PredGene_g29224.t2, Pocillopora_acuta_HIv1_PredGene_g29224.t1, Pocillopora_acuta_HIv1_PredGene_g24021.t1, Pocillopora_acuta_HIv1_PredGene_g1805.t1, Pocillopora_acuta_HIv1_PredGene_g5483.t1, Pocillopora_acuta_HIv1_PredGene_g29223.t1, Pocillopora_acuta_HIv1_PredGene_g3405.t1, Pocillopora_acuta_HIv1_PredGene_g24742.t1
OG0000041	jamg1.model.Sc0000636.12, jamg1.model.Sc0000047.70	Pocillopora_acuta_HIv1_PredGene_g15756.t1, Pocillopora_acuta_HIv1_PredGene_g1809.t1, Pocillopora_acuta_HIv1_PredGene_g16511.t1, Pocillopora_acuta_HIv1_PredGene_g27097.t1, Pocillopora_acuta_HIv1_PredGene_g2343.t1
OG0000041	plut2.m8.33511.m1	Pocillopora_acuta_HIv1_PredGene_g26081.t1
OG0000042	plut2.m8.8953.m1	Pocillopora_acuta_HIv1_PredGene_g23273.t1
OG0000044	plut2.m8.22418.m1	Pocillopora_acuta_HIv1_PredGene_g6446.t2
OG0000044	jamg1.model.Sc0000034.100	Pocillopora_acuta_HIv1_PredGene_g11274.t1, Pocillopora_acuta_HIv1_PredGene_g17550.t1, Pocillopora_acuta_HIv1_PredGene_g8847.t1, Pocillopora_acuta_HIv1_PredGene_g18485.t1, Pocillopora_acuta_HIv1_PredGene_g33201.t1, Pocillopora_acuta_HIv1_PredGene_g29349.t1, Pocillopora_acuta_HIv1_PredGene_g27059.t1, Pocillopora_acuta_HIv1_PredGene_g32344.t1, Pocillopora_acuta_HIv1_PredGene_g24285.t1, Pocillopora_acuta_HIv1_PredGene_g6877.t1, Pocillopora_acuta_HIv1_PredGene_g32057.t1, Pocillopora_acuta_HIv1_PredGene_g1801.t1, Pocillopora_acuta_HIv1_PredGene_g10673.t1, Pocillopora_acuta_HIv1_PredGene_g25164.t1, Pocillopora_acuta_HIv1_PredGene_g23243.t1, Pocillopora_acuta_HIv1_PredGene_g9586.t1, Pocillopora_acuta_HIv1_PredGene_g31959.t1, Pocillopora_acuta_HIv1_PredGene_g6054.t1
OG0000045	plut2.m8.1928.m1, plut2.m8.15207.m1, plut2.m8.11325.m1, jamg1.model.Sc0000293.5	Pocillopora_acuta_HIv1_PredGene_g22446.t1, Pocillopora_acuta_HIv1_PredGene_g24640.t1, Pocillopora_acuta_HIv1_PredGene_g6404.t1, Pocillopora_acuta_HIv1_PredGene_g22452.t1
OG0000046	plut2.m8.5315.m1	Pocillopora_acuta_HIv1_PredGene_g17090.t1
OG0000046	plut2.m8.11491.m1, jamg1.model.xpSc0007138.2	Pocillopora_acuta_HIv1_PredGene_g15032.t1, Pocillopora_acuta_HIv1_PredGene_g15036.t1, Pocillopora_acuta_HIv1_PredGene_g15021.t1, Pocillopora_acuta_HIv1_PredGene_g15043.t1
OG0000046	plut2.m8.24520.m1, plut2.m8.24517.m1, plut2.m8.12502.m1	Pocillopora_acuta_HIv1_PredGene_g8532.t1, Pocillopora_acuta_HIv1_PredGene_g17135.t1
OG0000048	plut2.m8.7800.m1, jamg1.model.xfSc0000023.10, jamg1.model.xfSc0000023.13	Pocillopora_acuta_HIv1_PredGene_g7180.t1, Pocillopora_acuta_HIv1_PredGene_g7176.t1, Pocillopora_acuta_HIv1_PredGene_g7182.t1, Pocillopora_acuta_HIv1_PredGene_g7174.t1, Pocillopora_acuta_HIv1_PredGene_169_t, Pocillopora_acuta_HIv1_PredGene_g7175.t1, Pocillopora_acuta_HIv1_PredGene_g7181.t1, Pocillopora_acuta_HIv1_PredGene_g7179.t1, Pocillopora_acuta_HIv1_PredGene_g7183.t1, Pocillopora_acuta_HIv1_PredGene_g33513.t1, Pocillopora_acuta_HIv1_PredGene_g33512.t1, Pocillopora_acuta_HIv1_PredGene_g7173.t1, Pocillopora_acuta_HIv1_PredGene_g7178.t1, Pocillopora_acuta_HIv1_PredGene_g7185.t1
OG0000048	plut2.m8.7799.m1	Pocillopora_acuta_HIv1_PredGene_g24188.t1, Pocillopora_acuta_HIv1_PredGene_g7186.t1
OG0000049	plut2.m8.15112.m1, jamg1.model.Sc0000211.52	Pocillopora_acuta_HIv1_PredGene_g30645.t1, Pocillopora_acuta_HIv1_PredGene_g30638.t1, Pocillopora_acuta_HIv1_PredGene_g30635.t1, Pocillopora_acuta_HIv1_PredGene_g30642.t1, Pocillopora_acuta_HIv1_PredGene_g30636.t1, Pocillopora_acuta_HIv1_PredGene_g30634.t1, Pocillopora_acuta_HIv1_PredGene_g30643.t1, Pocillopora_acuta_HIv1_PredGene_g30644.t1, Pocillopora_acuta_HIv1_PredGene_g30639.t1
OG0000049	plut2.m8.1847.m1, plut2.m8.1567.m1, plut2.m8.2018.m1, plut2.m8.18956.m1	Pocillopora_acuta_HIv1_PredGene_g22297.t1, Pocillopora_acuta_HIv1_PredGene_g31777.t1, Pocillopora_acuta_HIv1_PredGene_g31780.t1
OG0000050	jamg1.model.xpSc0007421.1, jamg1.model.xfSc0000075.18, jamg1.model.Sc0000079.47, plut2.m8.25179.m1	Pocillopora_acuta_HIv1_PredGene_g26125.t1
OG0000050	jamg1.model.Sc0000017.139, jamg1.model.xpSc0007104.3	Pocillopora_acuta_HIv1_PredGene_g15508.t1, Pocillopora_acuta_HIv1_PredGene_g23997.t1
OG0000051	plut2.m8.21956.m1	Pocillopora_acuta_HIv1_PredGene_g11414.t1, Pocillopora_acuta_HIv1_PredGene_g21689.t1
OG0000052	plut2.m8.15705.m1	Pocillopora_acuta_HIv1_PredGene_g5305.t1
OG0000052	plut2.m8.4221.m1, plut2.m8.4223.m1, plut2.m8.4222.m1	Pocillopora_acuta_HIv1_PredGene_g26863.t1, Pocillopora_acuta_HIv1_PredGene_g26862.t1, Pocillopora_acuta_HIv1_PredGene_g26864.t1, Pocillopora_acuta_HIv1_PredGene_g26861.t1
OG0000052	plut2.m8.9669.m1	Pocillopora_acuta_HIv1_PredGene_g19623.t1
OG0000052	plut2.m8.12646.m1	Pocillopora_acuta_HIv1_PredGene_g21183.t1
OG0000052	plut2.m8.12329.m1	Pocillopora_acuta_HIv1_PredGene_g33469.t1
OG0000052	plut2.m8.14950.m1, plut2.m8.14948.m1, plut2.m8.14949.m1, plut2.m8.2040.m1	Pocillopora_acuta_HIv1_PredGene_g15564.t1
OG0000053	plut2.m8.24214.m1	Pocillopora_acuta_HIv1_PredGene_g5680.t1
OG0000053	plut2.m8.24223.m1, plut2.m8.24211.m1, plut2.m8.24210.m1, plut2.m8.24222.m1, plut2.m8.24228.m1, plut2.m8.24227.m1, plut2.m8.24219.m1, plut2.m8.24220.m1, plut2.m8.16458.m1, plut2.m8.24209.m1, plut2.m8.24208.m1, plut2.m8.24226.m1, plut2.m8.24207.m1, plut2.m8.24212.m1, plut2.m8.24204.m1, plut2.m8.24217.m1, plut2.m8.24216.m1, plut2.m8.24215.m1, plut2.m8.24225.m1	Pocillopora_acuta_HIv1_PredGene_g5679.t1, Pocillopora_acuta_HIv1_PredGene_g5676.t1
OG0000054	plut2.m8.26399.m1	Pocillopora_acuta_HIv1_PredGene_g24632.t1
OG0000055	jamg1.model.Sc0000523.32, plut2.m8.16108.m1, jamg1.model.Sc0000023.123	Pocillopora_acuta_HIv1_PredGene_g29118.t1, Pocillopora_acuta_HIv1_PredGene_g21266.t1, Pocillopora_acuta_HIv1_PredGene_g13620.t1, Pocillopora_acuta_HIv1_PredGene_g32217.t1, Pocillopora_acuta_HIv1_PredGene_g21157.t1, Pocillopora_acuta_HIv1_PredGene_g24920.t1, Pocillopora_acuta_HIv1_PredGene_g25688.t1, Pocillopora_acuta_HIv1_PredGene_g6059.t1, Pocillopora_acuta_HIv1_PredGene_g12668.t1, Pocillopora_acuta_HIv1_PredGene_g750.t1, Pocillopora_acuta_HIv1_PredGene_g30469.t1, Pocillopora_acuta_HIv1_PredGene_g19881.t1, Pocillopora_acuta_HIv1_PredGene_g21156.t1, Pocillopora_acuta_HIv1_PredGene_g24921.t1, Pocillopora_acuta_HIv1_PredGene_g9631.t1
OG0000056	plut2.m8.13061.m1, plut2.m8.18187.m1, plut2.m8.18189.m1, plut2.m8.23745.m1	Pocillopora_acuta_HIv1_PredGene_12740_t, Pocillopora_acuta_HIv1_PredGene_12738_t, Pocillopora_acuta_HIv1_PredGene_g25003.t1
OG0000056	plut2.m8.23532.m1, plut2.m8.13057.m1, plut2.m8.13059.m1, plut2.m8.19364.m1, plut2.m8.19366.m1, plut2.m8.19362.m1, plut2.m8.19361.m1, plut2.m8.18186.m1, plut2.m8.13062.m1, plut2.m8.13063.m1, plut2.m8.13060.m1, plut2.m8.13070.m1, plut2.m8.28595.m1, plut2.m8.4483.m1, plut2.m8.26237.m1	Pocillopora_acuta_HIv1_PredGene_16509_t, Pocillopora_acuta_HIv1_PredGene_g28578.t1, Pocillopora_acuta_HIv1_PredGene_g28577.t1, Pocillopora_acuta_HIv1_PredGene_g28579.t1
OG0000056	plut2.m8.18176.m1, plut2.m8.18174.m1, plut2.m8.24495.m1, plut2.m8.24493.m1, plut2.m8.24494.m1, plut2.m8.23758.m1, plut2.m8.24497.m1, plut2.m8.29224.m1, plut2.m8.10179.m1, plut2.m8.10181.m1, plut2.m8.29221.m1, plut2.m8.29223.m1, plut2.m8.8963.m1	Pocillopora_acuta_HIv1_PredGene_g25026.t1, Pocillopora_acuta_HIv1_PredGene_g25025.t1, Pocillopora_acuta_HIv1_PredGene_g25038.t2, Pocillopora_acuta_HIv1_PredGene_g25038.t1, Pocillopora_acuta_HIv1_PredGene_g25027.t1, Pocillopora_acuta_HIv1_PredGene_12764_t
OG0000056	plut2.m8.14277.m1	Pocillopora_acuta_HIv1_PredGene_g14538.t1, Pocillopora_acuta_HIv1_PredGene_g24967.t1
OG0000058	plut2.m8.4525.m1, plut2.m8.4514.m1, plut2.m8.31145.m1, jamg1.model.Sc0000040.31, plut2.m8.31147.m1, plut2.m8.4503.m1, plut2.m8.31148.m1, plut2.m8.4510.m1, plut2.m8.4512.m1, plut2.m8.4515.m1, plut2.m8.4516.m1, plut2.m8.4513.m1, plut2.m8.4484.m1, plut2.m8.4485.m1, plut2.m8.33555.m1, plut2.m8.4487.m1, plut2.m8.11102.m1, plut2.m8.11099.m1, plut2.m8.11108.m1, plut2.m8.4486.m1, jamg1.model.Sc0000137.8, plut2.m8.4530.m1, plut2.m8.4526.m1, plut2.m8.4524.m1	Pocillopora_acuta_HIv1_PredGene_g9910.t1, Pocillopora_acuta_HIv1_PredGene_g9909.t1, Pocillopora_acuta_HIv1_PredGene_1273_t, Pocillopora_acuta_HIv1_PredGene_g3895.t1, Pocillopora_acuta_HIv1_PredGene_g3894.t1, Pocillopora_acuta_HIv1_PredGene_g8618.t1, Pocillopora_acuta_HIv1_PredGene_g8613.t1, Pocillopora_acuta_HIv1_PredGene_g8612.t1, Pocillopora_acuta_HIv1_PredGene_g8617.t1, Pocillopora_acuta_HIv1_PredGene_g8611.t1, Pocillopora_acuta_HIv1_PredGene_g27708.t1
OG0000060	plut2.m8.9053.m1, plut2.m8.33383.m1, plut2.m8.9045.m1	Pocillopora_acuta_HIv1_PredGene_g13707.t1, Pocillopora_acuta_HIv1_PredGene_g12367.t1
OG0000060	plut2.m8.17722.m1	Pocillopora_acuta_HIv1_PredGene_g9405.t1
OG0000060	plut2.m8.25595.m1, plut2.m8.17726.m1, plut2.m8.17728.m1, plut2.m8.20051.m1, plut2.m8.20050.m1, plut2.m8.5831.m1, plut2.m8.26060.m1, plut2.m8.26062.m1, plut2.m8.25591.m1, plut2.m8.25596.m1, plut2.m8.25597.m1, plut2.m8.25590.m1	Pocillopora_acuta_HIv1_PredGene_g9456.t1, Pocillopora_acuta_HIv1_PredGene_g9539.t1, Pocillopora_acuta_HIv1_PredGene_g24909.t1, Pocillopora_acuta_HIv1_PredGene_6429_t, Pocillopora_acuta_HIv1_PredGene_18915_t
OG0000061	plut2.m8.24288.m1, plut2.m8.9207.m1	Pocillopora_acuta_HIv1_PredGene_g6435.t1
OG0000061	plut2.m8.14826.m1	Pocillopora_acuta_HIv1_PredGene_g31407.t1, Pocillopora_acuta_HIv1_PredGene_3107_t
OG0000063	plut2.m8.3413.m1, plut2.m8.26442.m1	Pocillopora_acuta_HIv1_PredGene_g12566.t1
OG0000063	plut2.m8.32312.m1	Pocillopora_acuta_HIv1_PredGene_g13612.t1, Pocillopora_acuta_HIv1_PredGene_g19890.t1
OG0000064	plut2.m8.14928.m1, plut2.m8.28534.m1, plut2.m8.23738.m1, plut2.m8.22129.m1, plut2.m8.9151.m1, jamg1.model.Sc0000250.1, plut2.m8.25296.m1, plut2.m8.21734.m1, plut2.m8.15271.m1, plut2.m8.19136.m1, plut2.m8.23742.m1, plut2.m8.25034.m1, plut2.m8.9150.m1, jamg1.model.Sc0000467.7	Pocillopora_acuta_HIv1_PredGene_g9409.t1, Pocillopora_acuta_HIv1_PredGene_g16436.t1, Pocillopora_acuta_HIv1_PredGene_g24234.t1, Pocillopora_acuta_HIv1_PredGene_g16848.t1
OG0000065	plut2.m8.19783.m1	Pocillopora_acuta_HIv1_PredGene_g20513.t1
OG0000065	plut2.m8.4966.m1, plut2.m8.4968.m1, plut2.m8.4967.m1, plut2.m8.22362.m1, plut2.m8.22361.m1, plut2.m8.22363.m1, plut2.m8.22360.m1	Pocillopora_acuta_HIv1_PredGene_6981_t, Pocillopora_acuta_HIv1_PredGene_g20510.t1, Pocillopora_acuta_HIv1_PredGene_g20501.t1, Pocillopora_acuta_HIv1_PredGene_6976_t, Pocillopora_acuta_HIv1_PredGene_g20500.t1, Pocillopora_acuta_HIv1_PredGene_g6452.t1, Pocillopora_acuta_HIv1_PredGene_g20503.t1
OG0000065	plut2.m8.4958.m1	Pocillopora_acuta_HIv1_PredGene_g31472.t1
OG0000067	plut2.m8.447.m1	Pocillopora_acuta_HIv1_PredGene_g11545.t1, Pocillopora_acuta_HIv1_PredGene_g10367.t1
OG0000067	jamg1.model.Sc0000224.101	Pocillopora_acuta_HIv1_PredGene_g4312.t1
OG0000067	plut2.m8.15650.m1	Pocillopora_acuta_HIv1_PredGene_g25085.t1, Pocillopora_acuta_HIv1_PredGene_g25080.t1, Pocillopora_acuta_HIv1_PredGene_g26571.t1, Pocillopora_acuta_HIv1_PredGene_g129.t1, Pocillopora_acuta_HIv1_PredGene_g21286.t1, Pocillopora_acuta_HIv1_PredGene_g4313.t1, Pocillopora_acuta_HIv1_PredGene_g17261.t1, Pocillopora_acuta_HIv1_PredGene_g27692.t1, Pocillopora_acuta_HIv1_PredGene_g16495.t1, Pocillopora_acuta_HIv1_PredGene_28721_t, Pocillopora_acuta_HIv1_PredGene_16919_t, Pocillopora_acuta_HIv1_PredGene_g8558.t1, Pocillopora_acuta_HIv1_PredGene_30498_t, Pocillopora_acuta_HIv1_PredGene_1363_t, Pocillopora_acuta_HIv1_PredGene_23943_t, Pocillopora_acuta_HIv1_PredGene_g13841.t1, Pocillopora_acuta_HIv1_PredGene_g3982.t1, Pocillopora_acuta_HIv1_PredGene_g31103.t1, Pocillopora_acuta_HIv1_PredGene_g18246.t1, Pocillopora_acuta_HIv1_PredGene_g30213.t1, Pocillopora_acuta_HIv1_PredGene_g27677.t1, Pocillopora_acuta_HIv1_PredGene_g27696.t1, Pocillopora_acuta_HIv1_PredGene_g22998.t1, Pocillopora_acuta_HIv1_PredGene_g14794.t1, Pocillopora_acuta_HIv1_PredGene_g27699.t2, Pocillopora_acuta_HIv1_PredGene_g27699.t3, Pocillopora_acuta_HIv1_PredGene_g28816.t1, Pocillopora_acuta_HIv1_PredGene_g27696.t2, Pocillopora_acuta_HIv1_PredGene_28522_t
OG0000068	jamg1.model.Sc0000273.8	Pocillopora_acuta_HIv1_PredGene_g7737.t1
OG0000070	plut2.m8.7740.m1, plut2.m8.29141.m1, plut2.m8.1768.m1	Pocillopora_acuta_HIv1_PredGene_g13918.t1, Pocillopora_acuta_HIv1_PredGene_g21455.t1, Pocillopora_acuta_HIv1_PredGene_g25167.t1
OG0000070	plut2.m8.22674.m1, plut2.m8.562.m1, plut2.m8.7830.m1, plut2.m8.23968.m1, plut2.m8.23089.m1, plut2.m8.19182.m1, plut2.m8.1675.m1, plut2.m8.1676.m1, plut2.m8.5565.m1, plut2.m8.11710.m1, plut2.m8.16912.m1, plut2.m8.9326.m1, plut2.m8.31391.m1, plut2.m8.25430.m1, plut2.m8.23433.m1, plut2.m8.12008.m1, plut2.m8.4523.m1, plut2.m8.22556.m1, plut2.m8.24244.m1, plut2.m8.23187.m1, plut2.m8.10031.m1, plut2.m8.32928.m1, plut2.m8.23086.m1, plut2.m8.10417.m1, plut2.m8.16711.m1, plut2.m8.9436.m1, plut2.m8.30581.m1, plut2.m8.2390.m1, plut2.m8.20955.m1, plut2.m8.33553.m1, plut2.m8.21521.m1, plut2.m8.9936.m1, plut2.m8.29333.m1, plut2.m8.29630.m1, plut2.m8.13322.m1, plut2.m8.4770.m1, plut2.m8.18942.m1, plut2.m8.8246.m1, plut2.m8.26104.m1, plut2.m8.11963.m1, plut2.m8.8700.m1, plut2.m8.14150.m1	Pocillopora_acuta_HIv1_PredGene_g2056.t1
OG0000071	plut2.m8.5789.m1	Pocillopora_acuta_HIv1_PredGene_g7720.t1, Pocillopora_acuta_HIv1_PredGene_g12113.t1
OG0000071	plut2.m8.31426.m1, jamg1.model.Sc0000473.2, plut2.m8.9412.m1	Pocillopora_acuta_HIv1_PredGene_g23326.t1, Pocillopora_acuta_HIv1_PredGene_g25916.t1
OG0000072	plut2.m8.14807.m1, jamg1.model.Sc0000175.57	Pocillopora_acuta_HIv1_PredGene_g16434.t1
OG0000072	plut2.m8.19127.m1	Pocillopora_acuta_HIv1_PredGene_g32266.t1, Pocillopora_acuta_HIv1_PredGene_g33317.t1
OG0000072	plut2.m8.13162.m1	Pocillopora_acuta_HIv1_PredGene_g9431.t1, Pocillopora_acuta_HIv1_PredGene_g19909.t1, Pocillopora_acuta_HIv1_PredGene_g19299.t1, Pocillopora_acuta_HIv1_PredGene_g32745.t1, Pocillopora_acuta_HIv1_PredGene_g16435.t1, Pocillopora_acuta_HIv1_PredGene_g8468.t1, Pocillopora_acuta_HIv1_PredGene_g6023.t1
OG0000072	jamg1.model.Sc0000326.3	Pocillopora_acuta_HIv1_PredGene_g32267.t1
OG0000075	plut2.m8.30043.m1, plut2.m8.23488.m1, plut2.m8.20216.m1	Pocillopora_acuta_HIv1_PredGene_g21218.t1, Pocillopora_acuta_HIv1_PredGene_g23361.t1
OG0000075	plut2.m8.19244.m1	Pocillopora_acuta_HIv1_PredGene_g15240.t1, Pocillopora_acuta_HIv1_PredGene_g8562.t1, Pocillopora_acuta_HIv1_PredGene_g32728.t1, Pocillopora_acuta_HIv1_PredGene_5250_t
OG0000077	plut2.m8.1837.m1, plut2.m8.23402.m1	Pocillopora_acuta_HIv1_PredGene_g6024.t1, Pocillopora_acuta_HIv1_PredGene_g27077.t1, Pocillopora_acuta_HIv1_PredGene_g21404.t1, Pocillopora_acuta_HIv1_PredGene_21110_t, Pocillopora_acuta_HIv1_PredGene_g16880.t1
OG0000079	plut2.m8.15316.m1, plut2.m8.11142.m1, plut2.m8.15319.m1, plut2.m8.17815.m1, plut2.m8.17816.m1, plut2.m8.28455.m1, plut2.m8.28451.m1, plut2.m8.28453.m1, plut2.m8.28454.m1, jamg1.model.xfSc0000112.12, plut2.m8.28460.m1, plut2.m8.28459.m1, plut2.m8.17810.m1, plut2.m8.17809.m1, plut2.m8.17812.m1	Pocillopora_acuta_HIv1_PredGene_g29397.t1
OG0000080	plut2.m8.12441.m1	Pocillopora_acuta_HIv1_PredGene_g19087.t1, Pocillopora_acuta_HIv1_PredGene_19175_t
OG0000080	plut2.m8.29667.m1, plut2.m8.21461.m1, plut2.m8.21481.m1, plut2.m8.21474.m1, plut2.m8.21475.m1	Pocillopora_acuta_HIv1_PredGene_g15675.t1, Pocillopora_acuta_HIv1_PredGene_20115_t, Pocillopora_acuta_HIv1_PredGene_g15676.t1
OG0000080	plut2.m8.21469.m1, plut2.m8.29664.m1, plut2.m8.21468.m1, plut2.m8.21460.m1	Pocillopora_acuta_HIv1_PredGene_g25354.t1, Pocillopora_acuta_HIv1_PredGene_g9513.t1, Pocillopora_acuta_HIv1_PredGene_g21360.t1
OG0000081	plut2.m8.4575.m1	Pocillopora_acuta_HIv1_PredGene_g25876.t1, Pocillopora_acuta_HIv1_PredGene_g23276.t1
OG0000081	plut2.m8.25129.m1	Pocillopora_acuta_HIv1_PredGene_g33325.t1
OG0000082	plut2.m8.19534.m1, plut2.m8.30532.m1, plut2.m8.29252.m1, plut2.m8.26247.m1, plut2.m8.26294.m1, plut2.m8.4536.m1, plut2.m8.32787.m1, plut2.m8.32785.m1, plut2.m8.32788.m1, plut2.m8.32789.m1, plut2.m8.32786.m1, plut2.m8.16957.m1, plut2.m8.16958.m1, plut2.m8.16965.m1, plut2.m8.19350.m1, plut2.m8.18954.m1, plut2.m8.9860.m1, plut2.m8.9864.m1, plut2.m8.20888.m1, plut2.m8.20881.m1, plut2.m8.19533.m1, plut2.m8.20882.m1, plut2.m8.23195.m1, plut2.m8.33084.m1, plut2.m8.23192.m1, plut2.m8.9870.m1, plut2.m8.23191.m1, plut2.m8.9863.m1, plut2.m8.22058.m1, plut2.m8.22064.m1, plut2.m8.20887.m1, plut2.m8.9873.m1, plut2.m8.23193.m1, plut2.m8.20886.m1, plut2.m8.33085.m1, plut2.m8.33385.m1, plut2.m8.28889.m1	Pocillopora_acuta_HIv1_PredGene_g9121.t1, Pocillopora_acuta_HIv1_PredGene_g9121.t2
OG0000082	plut2.m8.25306.m1, plut2.m8.25307.m1, plut2.m8.25305.m1	Pocillopora_acuta_HIv1_PredGene_g9123.t1
OG0000083	plut2.m8.7629.m1, plut2.m8.12003.m1	Pocillopora_acuta_HIv1_PredGene_g8803.t1
OG0000083	plut2.m8.15810.m1	Pocillopora_acuta_HIv1_PredGene_g29627.t1
OG0000083	plut2.m8.8793.m1, plut2.m8.21769.m1, jamg1.model.xfSc0000077.4, plut2.m8.31822.m1	Pocillopora_acuta_HIv1_PredGene_g2070.t1
OG0000084	plut2.m8.5002.m1, plut2.m8.5005.m1, plut2.m8.25905.m1	Pocillopora_acuta_HIv1_PredGene_g22315.t1, Pocillopora_acuta_HIv1_PredGene_27094_t, Pocillopora_acuta_HIv1_PredGene_g9691.t1
OG0000084	jamg1.model.Sc0000465.34, jamg1.model.Sc0000629.8, jamg1.model.Sc0000629.13	Pocillopora_acuta_HIv1_PredGene_g9698.t1, Pocillopora_acuta_HIv1_PredGene_g9696.t1
OG0000084	jamg1.model.Sc0000276.1	Pocillopora_acuta_HIv1_PredGene_g9692.t1
OG0000084	plut2.m8.19542.m1, plut2.m8.19536.m1, plut2.m8.19540.m1, plut2.m8.33058.m1, plut2.m8.23313.m1, jamg1.model.xfSc0000057.1	Pocillopora_acuta_HIv1_PredGene_g13204.t1
OG0000084	plut2.m8.17543.m1, plut2.m8.17544.m1	Pocillopora_acuta_HIv1_PredGene_g18464.t1, Pocillopora_acuta_HIv1_PredGene_g1656.t1, Pocillopora_acuta_HIv1_PredGene_g1643.t1, Pocillopora_acuta_HIv1_PredGene_g22535.t1
OG0000086	jamg1.model.Sc0000029.13	Pocillopora_acuta_HIv1_PredGene_g21762.t1
OG0000087	jamg1.model.Sc0000707.3	Pocillopora_acuta_HIv1_PredGene_g1420.t1, Pocillopora_acuta_HIv1_PredGene_g16639.t1
OG0000087	plut2.m8.31249.m1, plut2.m8.31250.m1	Pocillopora_acuta_HIv1_PredGene_g12929.t1
OG0000088	plut2.m8.8494.m1	Pocillopora_acuta_HIv1_PredGene_g22485.t1, Pocillopora_acuta_HIv1_PredGene_g22486.t1, Pocillopora_acuta_HIv1_PredGene_g22484.t1
OG0000088	plut2.m8.18055.m1, plut2.m8.4891.m1, plut2.m8.4890.m1, plut2.m8.6813.m1, plut2.m8.6814.m1	Pocillopora_acuta_HIv1_PredGene_g31039.t1, Pocillopora_acuta_HIv1_PredGene_g31038.t1, Pocillopora_acuta_HIv1_PredGene_g31040.t1
OG0000088	plut2.m8.4888.m1, plut2.m8.4886.m1, plut2.m8.4892.m1, plut2.m8.33462.m1, plut2.m8.4895.m1	Pocillopora_acuta_HIv1_PredGene_g31063.t1
OG0000090	plut2.m8.23127.m1, plut2.m8.23133.m1, plut2.m8.23131.m1, plut2.m8.23132.m1, plut2.m8.31122.m1, plut2.m8.23122.m1, plut2.m8.31121.m1, plut2.m8.23125.m1	Pocillopora_acuta_HIv1_PredGene_g1851.t1, Pocillopora_acuta_HIv1_PredGene_g10643.t1, Pocillopora_acuta_HIv1_PredGene_g10647.t1, Pocillopora_acuta_HIv1_PredGene_g19097.t1, Pocillopora_acuta_HIv1_PredGene_g1103.t1, Pocillopora_acuta_HIv1_PredGene_g1107.t1, Pocillopora_acuta_HIv1_PredGene_g1108.t1, Pocillopora_acuta_HIv1_PredGene_g1109.t1, Pocillopora_acuta_HIv1_PredGene_13939_t, Pocillopora_acuta_HIv1_PredGene_g1110.t1
OG0000090	plut2.m8.33178.m1, plut2.m8.33593.m1	Pocillopora_acuta_HIv1_PredGene_13938_t
OG0000091	plut2.m8.27531.m1, plut2.m8.14922.m1, plut2.m8.15937.m1, plut2.m8.18828.m1, plut2.m8.2102.m1, plut2.m8.22388.m1, plut2.m8.24450.m1, plut2.m8.24072.m1, plut2.m8.21334.m1, plut2.m8.15600.m1, plut2.m8.21742.m1, plut2.m8.21737.m1, plut2.m8.18782.m1, plut2.m8.33028.m1, plut2.m8.309.m1, plut2.m8.7700.m1, jamg1.model.Sc0000006.14, plut2.m8.15002.m1, plut2.m8.2599.m1	Pocillopora_acuta_HIv1_PredGene_g2316.t1, Pocillopora_acuta_HIv1_PredGene_g2313.t1
