Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Acerv_assembly_v1.0.protein
OG0000025	Pocillopora_acuta_HIv1_PredGene_g15187.t1, Pocillopora_acuta_HIv1_PredGene_g15190.t1	Acerv_evm.model.Segkk2493_pilon.3, Acerv_evm.model.Segkk2493_pilon.4, Acerv_evm.model.Segkk2493_pilon.6, Acerv_evm.model.Segkk2493_pilon.5, Acerv_evm.model.Segkk2493_pilon.7, Acerv_evm.model.Segkk3029_pilon.7, Acerv_evm.model.Segkk2493_pilon.2, Acerv_evm.model.Segkk1547_pilon.7, Acerv_evm.model.Segkk759_pilon.27, Acerv_evm.model.Segkk2013_pilon.2, Acerv_evm.model.Segkk1438_pilon.2
OG0000026	Pocillopora_acuta_HIv1_PredGene_g30800.t1, Pocillopora_acuta_HIv1_PredGene_g16962.t1, Pocillopora_acuta_HIv1_PredGene_g30799.t1, Pocillopora_acuta_HIv1_PredGene_g3480.t1	Acerv_evm.model.Segkk2794_pilon.2, Acerv_evm.model.Segkk3035_pilon.1, Acerv_evm.model.Segkk4071_pilon.2
OG0000027	Pocillopora_acuta_HIv1_PredGene_g5680.t1	Acerv_evm.model.Segkk3693_pilon.7, Acerv_evm.model.Segkk3353_pilon.2
OG0000028	Pocillopora_acuta_HIv1_PredGene_g3413.t1	Acerv_evm.model.Segkk1348_pilon.2, Acerv_evm.model.Segkk1241_pilon.3, Acerv_evm.model.Segkk3469_pilon.1
OG0000029	Pocillopora_acuta_HIv1_PredGene_g8684.t1, Pocillopora_acuta_HIv1_PredGene_g8683.t1, Pocillopora_acuta_HIv1_PredGene_g8685.t1	Acerv_evm.model.Segkk1693_pilon.4, Acerv_evm.model.Segkk1183_pilon.1
OG0000029	Pocillopora_acuta_HIv1_PredGene_g13217.t1, Pocillopora_acuta_HIv1_PredGene_g13216.t1, Pocillopora_acuta_HIv1_PredGene_g13214.t1, Pocillopora_acuta_HIv1_PredGene_g13215.t1, Pocillopora_acuta_HIv1_PredGene_g11423.t1, Pocillopora_acuta_HIv1_PredGene_g11406.t1, Pocillopora_acuta_HIv1_PredGene_g21692.t1, Pocillopora_acuta_HIv1_PredGene_g11413.t1	Acerv_evm.model.Segkk744_pilon.8, Acerv_evm.model.Segkk744_pilon.6, Acerv_evm.model.Segkk774_pilon.1
OG0000030	Pocillopora_acuta_HIv1_PredGene_g24214.t1, Pocillopora_acuta_HIv1_PredGene_g17537.t1, Pocillopora_acuta_HIv1_PredGene_g23887.t1, Pocillopora_acuta_HIv1_PredGene_g29150.t1, Pocillopora_acuta_HIv1_PredGene_g3504.t1, Pocillopora_acuta_HIv1_PredGene_g32219.t1, Pocillopora_acuta_HIv1_PredGene_g18248.t1, Pocillopora_acuta_HIv1_PredGene_g16675.t2, Pocillopora_acuta_HIv1_PredGene_g16675.t1, Pocillopora_acuta_HIv1_PredGene_g7005.t1	Acerv_evm.model.Segkk3983_pilon.17, Acerv_evm.model.Segkk2164_pilon.46, Acerv_evm.model.Segkk389_pilon.42, Acerv_evm.model.Segkk3980_pilon.20, Acerv_evm.model.Segkk2060_pilon.3, Acerv_evm.model.Segkk242_pilon.6, Acerv_evm.model.Segkk1400_pilon.20
OG0000031	Pocillopora_acuta_HIv1_PredGene_g9121.t2, Pocillopora_acuta_HIv1_PredGene_g9121.t1	Acerv_evm.model.Segkk1825_pilon.12, Acerv_evm.model.Segkk1825_pilon.11
OG0000031	Pocillopora_acuta_HIv1_PredGene_g9123.t1	Acerv_evm.model.Segkk500_pilon.1, Acerv_evm.model.Segkk500_pilon.3
OG0000032	Pocillopora_acuta_HIv1_PredGene_g31977.t1, Pocillopora_acuta_HIv1_PredGene_g9949.t2, Pocillopora_acuta_HIv1_PredGene_g9949.t3, Pocillopora_acuta_HIv1_PredGene_g31968.t1	Acerv_evm.model.Segkk607_pilon.15, Acerv_evm.model.Segkk1679_pilon.2, Acerv_evm.model.Segkk1514_pilon.8, Acerv_evm.model.Segkk3153_pilon.2, Acerv_evm.model.Segkk3819_pilon.1, Acerv_evm.model.Segkk4332_pilon.11, Acerv_evm.model.Segkk1181_pilon.10, Acerv_evm.model.Segkk3819_pilon.4, Acerv_evm.model.Segkk1001_pilon.5, Acerv_evm.model.Segkk1873_pilon.1, Acerv_evm.model.Segkk2267_pilon.18, Acerv_evm.model.Segkk1421_pilon.5, Acerv_evm.model.Segkk3453_pilon.19, Acerv_evm.model.Segkk377_pilon.1, Acerv_evm.model.Segkk1902_pilon.1, Acerv_evm.model.Segkk2025_pilon.1, Acerv_evm.model.Segkk2889_pilon.24, Acerv_evm.model.Segkk2267_pilon.11, Acerv_evm.model.Segkk608_pilon.3, Acerv_evm.model.Segkk1421_pilon.11, Acerv_evm.model.Segkk4013_pilon.1, Acerv_evm.model.Segkk2346_pilon.2, Acerv_evm.model.Segkk664_pilon.5, Acerv_evm.model.Segkk1532_pilon.1, Acerv_evm.model.Segkk2267_pilon.15, Acerv_evm.model.Segkk160_pilon.3
OG0000033	Pocillopora_acuta_HIv1_PredGene_g8611.t1, Pocillopora_acuta_HIv1_PredGene_g8612.t1, Pocillopora_acuta_HIv1_PredGene_g8617.t1, Pocillopora_acuta_HIv1_PredGene_g8613.t1, Pocillopora_acuta_HIv1_PredGene_g8618.t1, Pocillopora_acuta_HIv1_PredGene_g3894.t1, Pocillopora_acuta_HIv1_PredGene_g3895.t1, Pocillopora_acuta_HIv1_PredGene_1273_t, Pocillopora_acuta_HIv1_PredGene_g9910.t1, Pocillopora_acuta_HIv1_PredGene_g9909.t1	Acerv_evm.model.Segkk675_pilon.14, Acerv_evm.model.Segkk4028_pilon.33, Acerv_evm.model.Segkk921_pilon.4, Acerv_evm.model.Segkk582_pilon.6, Acerv_evm.model.Segkk186_pilon.2, Acerv_evm.model.Segkk582_pilon.8, Acerv_evm.model.Segkk1386_pilon.15, Acerv_evm.model.Segkk582_pilon.10, Acerv_evm.model.Segkk675_pilon.4, Acerv_evm.model.Segkk2210_pilon.2, Acerv_evm.model.Segkk3063_pilon.2, Acerv_evm.model.Segkk675_pilon.6, Acerv_evm.model.Segkk1386_pilon.1, Acerv_evm.model.Segkk1386_pilon.12, Acerv_evm.model.Segkk186_pilon.3, Acerv_evm.model.Segkk1373_pilon.1, Acerv_evm.model.Segkk1386_pilon.14, Acerv_evm.model.Segkk3063_pilon.1, Acerv_evm.model.Segkk1386_pilon.11, Acerv_evm.model.Segkk1961_pilon.1, Acerv_evm.model.Segkk921_pilon.2, Acerv_evm.model.Segkk3996_pilon.2, Acerv_evm.model.Segkk1386_pilon.8, Acerv_evm.model.Segkk687_pilon.13
OG0000035	Pocillopora_acuta_HIv1_PredGene_g22518.t1	Acerv_evm.model.Segkk4036_pilon.11
OG0000036	Pocillopora_acuta_HIv1_PredGene_g15675.t1, Pocillopora_acuta_HIv1_PredGene_20115_t, Pocillopora_acuta_HIv1_PredGene_g15676.t1	Acerv_evm.model.Segkk718_pilon.3, Acerv_evm.model.Segkk718_pilon.4, Acerv_evm.model.Segkk718_pilon.2
OG0000036	Pocillopora_acuta_HIv1_PredGene_19175_t, Pocillopora_acuta_HIv1_PredGene_g19087.t1	Acerv_evm.model.Segkk352_pilon.1, Acerv_evm.model.Segkk352_pilon.2, Acerv_evm.model.Segkk352_pilon.3
OG0000036	Pocillopora_acuta_HIv1_PredGene_g9513.t1, Pocillopora_acuta_HIv1_PredGene_g25354.t1, Pocillopora_acuta_HIv1_PredGene_g21360.t1	Acerv_evm.model.Segkk904_pilon.2, Acerv_evm.model.Segkk2844_pilon.10
OG0000037	Pocillopora_acuta_HIv1_PredGene_g13119.t1, Pocillopora_acuta_HIv1_PredGene_g6616.t1	Acerv_evm.model.Segkk3405_pilon.6, Acerv_evm.model.Segkk3203_pilon.1, Acerv_evm.model.Segkk4150_pilon.1, Acerv_evm.model.Segkk1270_pilon.1, Acerv_evm.model.Segkk129_pilon.2, Acerv_evm.model.Segkk752_pilon.2, Acerv_evm.model.Segkk1270_pilon.3, Acerv_evm.model.Segkk3405_pilon.3, Acerv_evm.model.Segkk794_pilon.4, Acerv_evm.model.Segkk1533_pilon.2, Acerv_evm.model.Segkk752_pilon.1
OG0000038	Pocillopora_acuta_HIv1_PredGene_g12740.t1, Pocillopora_acuta_HIv1_PredGene_g18060.t1, Pocillopora_acuta_HIv1_PredGene_g10777.t1, Pocillopora_acuta_HIv1_PredGene_g16098.t1	Acerv_evm.model.Segkk1288_pilon.73, Acerv_evm.model.Segkk2666_pilon.21
OG0000038	Pocillopora_acuta_HIv1_PredGene_g26439.t1, Pocillopora_acuta_HIv1_PredGene_g28861.t1	Acerv_evm.model.Segkk650_pilon.33
OG0000038	Pocillopora_acuta_HIv1_PredGene_g32625.t1, Pocillopora_acuta_HIv1_PredGene_g19886.t1, Pocillopora_acuta_HIv1_PredGene_g1548.t1, Pocillopora_acuta_HIv1_PredGene_g28813.t1	Acerv_evm.model.Segkk1576_pilon.1
OG0000038	Pocillopora_acuta_HIv1_PredGene_g22537.t1	Acerv_evm.model.Segkk3997_pilon.8
OG0000038	Pocillopora_acuta_HIv1_PredGene_g8810.t1, Pocillopora_acuta_HIv1_PredGene_g33200.t1, Pocillopora_acuta_HIv1_PredGene_g29178.t1, Pocillopora_acuta_HIv1_PredGene_g16657.t1, Pocillopora_acuta_HIv1_PredGene_g20707.t1, Pocillopora_acuta_HIv1_PredGene_g24801.t1, Pocillopora_acuta_HIv1_PredGene_g23565.t1, Pocillopora_acuta_HIv1_PredGene_g28834.t1, Pocillopora_acuta_HIv1_PredGene_g3327.t1, Pocillopora_acuta_HIv1_PredGene_g14278.t1, Pocillopora_acuta_HIv1_PredGene_g29954.t1, Pocillopora_acuta_HIv1_PredGene_g27079.t1, Pocillopora_acuta_HIv1_PredGene_g4164.t1, Pocillopora_acuta_HIv1_PredGene_g10130.t1, Pocillopora_acuta_HIv1_PredGene_g24800.t1, Pocillopora_acuta_HIv1_PredGene_g29177.t1, Pocillopora_acuta_HIv1_PredGene_g7441.t1, Pocillopora_acuta_HIv1_PredGene_g32107.t1, Pocillopora_acuta_HIv1_PredGene_g2004.t1, Pocillopora_acuta_HIv1_PredGene_g8809.t1, Pocillopora_acuta_HIv1_PredGene_g5854.t1, Pocillopora_acuta_HIv1_PredGene_g33202.t1, Pocillopora_acuta_HIv1_PredGene_g8854.t1, Pocillopora_acuta_HIv1_PredGene_g18229.t1	Acerv_evm.model.Segkk3690_pilon.4, Acerv_evm.model.Segkk647_pilon.10, Acerv_evm.model.Segkk1668_pilon.1, Acerv_evm.model.Segkk3079_pilon.2, Acerv_evm.model.Segkk1020_pilon.1, Acerv_evm.model.Segkk4155_pilon.3, Acerv_evm.model.Segkk3144_pilon.3, Acerv_evm.model.Segkk1946_pilon.34, Acerv_evm.model.Segkk1279_pilon.8
OG0000039	Pocillopora_acuta_HIv1_PredGene_g13991.t1	Acerv_evm.model.Segkk1282_pilon.11
OG0000039	Pocillopora_acuta_HIv1_PredGene_g31727.t1	Acerv_evm.model.Segkk2146_pilon.5, Acerv_evm.model.Segkk3675_pilon.18, Acerv_evm.model.Segkk2839_pilon.5, Acerv_evm.model.Segkk3693_pilon.8, Acerv_evm.model.Segkk1366_pilon.9
OG0000040	Pocillopora_acuta_HIv1_PredGene_g893.t1	Acerv_evm.model.Segkk1676_pilon.11
OG0000040	Pocillopora_acuta_HIv1_PredGene_g29386.t1, Pocillopora_acuta_HIv1_PredGene_17969_t, Pocillopora_acuta_HIv1_PredGene_g29387.t1	Acerv_evm.model.Segkk2165_pilon.7
OG0000041	Pocillopora_acuta_HIv1_PredGene_g30635.t1, Pocillopora_acuta_HIv1_PredGene_g30643.t1, Pocillopora_acuta_HIv1_PredGene_g30642.t1, Pocillopora_acuta_HIv1_PredGene_g30636.t1, Pocillopora_acuta_HIv1_PredGene_g30634.t1, Pocillopora_acuta_HIv1_PredGene_g30644.t1, Pocillopora_acuta_HIv1_PredGene_g30638.t1, Pocillopora_acuta_HIv1_PredGene_g30645.t1, Pocillopora_acuta_HIv1_PredGene_g30639.t1	Acerv_evm.model.Segkk3281_pilon.1, Acerv_evm.model.Segkk1759_pilon.1, Acerv_evm.model.Segkk4115_pilon.1
OG0000042	Pocillopora_acuta_HIv1_PredGene_g8624.t1	Acerv_evm.model.Segkk3546_pilon.5, Acerv_evm.model.Segkk3546_pilon.4, Acerv_evm.model.Segkk3546_pilon.3, Acerv_evm.model.Segkk2312_pilon.3, Acerv_evm.model.Segkk2750_pilon.3
OG0000043	Pocillopora_acuta_HIv1_PredGene_g22485.t1, Pocillopora_acuta_HIv1_PredGene_g22486.t1, Pocillopora_acuta_HIv1_PredGene_g22484.t1	Acerv_evm.model.Segkk1782_pilon.20
OG0000044	Pocillopora_acuta_HIv1_PredGene_13938_t	Acerv_evm.model.Segkk2551_pilon.2, Acerv_evm.model.Segkk3006_pilon.8, Acerv_evm.model.Segkk3523_pilon.3, Acerv_evm.model.Segkk2160_pilon.2, Acerv_evm.model.Segkk1633_pilon.3
OG0000044	Pocillopora_acuta_HIv1_PredGene_g1851.t1, Pocillopora_acuta_HIv1_PredGene_g10643.t1, Pocillopora_acuta_HIv1_PredGene_g10647.t1, Pocillopora_acuta_HIv1_PredGene_g1103.t1, Pocillopora_acuta_HIv1_PredGene_g19097.t1, Pocillopora_acuta_HIv1_PredGene_g1110.t1, Pocillopora_acuta_HIv1_PredGene_g1107.t1, Pocillopora_acuta_HIv1_PredGene_g1108.t1, Pocillopora_acuta_HIv1_PredGene_g1109.t1, Pocillopora_acuta_HIv1_PredGene_13939_t	Acerv_evm.model.Segkk1524_pilon.2, Acerv_evm.model.Segkk1001_pilon.7, Acerv_evm.model.Segkk455_pilon.5, Acerv_evm.model.Segkk125_pilon.2, Acerv_evm.model.Segkk2469_pilon.9, Acerv_evm.model.Segkk3504_pilon.1, Acerv_evm.model.Segkk3882_pilon.2, Acerv_evm.model.Segkk3523_pilon.4, Acerv_evm.model.Segkk3006_pilon.9, Acerv_evm.model.Segkk3523_pilon.1, Acerv_evm.model.Segkk2947_pilon.2, Acerv_evm.model.Segkk2180_pilon.1, Acerv_evm.model.Segkk2947_pilon.3, Acerv_evm.model.Segkk2180_pilon.2, Acerv_evm.model.Segkk2469_pilon.10, Acerv_evm.model.Segkk3882_pilon.1, Acerv_evm.model.Segkk3006_pilon.7, Acerv_evm.model.Segkk3310_pilon.1, Acerv_evm.model.Segkk1421_pilon.7
OG0000045	Pocillopora_acuta_HIv1_PredGene_g17523.t1, Pocillopora_acuta_HIv1_PredGene_g310.t1	Acerv_evm.model.Segkk3194_pilon.10, Acerv_evm.model.Segkk3318_pilon.2, Acerv_evm.model.Segkk20_pilon.15
OG0000045	Pocillopora_acuta_HIv1_PredGene_g32225.t1, Pocillopora_acuta_HIv1_PredGene_g24739.t1	Acerv_evm.model.Segkk2586_pilon.12, Acerv_evm.model.Segkk842_pilon.2
OG0000045	Pocillopora_acuta_HIv1_PredGene_g28374.t1, Pocillopora_acuta_HIv1_PredGene_g5481.t1	Acerv_evm.model.Segkk469_pilon.50
OG0000045	Pocillopora_acuta_HIv1_PredGene_g19236.t1	Acerv_evm.model.Segkk2065_pilon.2, Acerv_evm.model.Segkk4057_pilon.2
OG0000045	Pocillopora_acuta_HIv1_PredGene_g4461.t1, Pocillopora_acuta_HIv1_PredGene_g3527.t1	Acerv_evm.model.Segkk2072_pilon.26
OG0000046	Pocillopora_acuta_HIv1_PredGene_g5014.t1, Pocillopora_acuta_HIv1_PredGene_g32512.t1	Acerv_evm.model.Segkk4357_pilon.3, Acerv_evm.model.Segkk3790_pilon.2
OG0000046	Pocillopora_acuta_HIv1_PredGene_g23811.t1, Pocillopora_acuta_HIv1_PredGene_g23805.t1	Acerv_evm.model.Segkk117_pilon.19, Acerv_evm.model.Segkk543_pilon.5, Acerv_evm.model.Segkk543_pilon.4, Acerv_evm.model.Segkk543_pilon.3, Acerv_evm.model.Segkk543_pilon.7, Acerv_evm.model.Segkk2162_pilon.15, Acerv_evm.model.Segkk4357_pilon.6, Acerv_evm.model.Segkk3256_pilon.2, Acerv_evm.model.Segkk1076_pilon.7, Acerv_evm.model.Segkk3971_pilon.18, Acerv_evm.model.Segkk3971_pilon.11, Acerv_evm.model.Segkk3971_pilon.14
OG0000047	Pocillopora_acuta_HIv1_PredGene_g964.t1	Acerv_evm.model.Segkk2164_pilon.4, Acerv_evm.model.Segkk2622_pilon.2, Acerv_evm.model.Segkk2637_pilon.3, Acerv_evm.model.Segkk1932_pilon.12, Acerv_evm.model.Segkk3469_pilon.4, Acerv_evm.model.Segkk4203_pilon.3, Acerv_evm.model.Segkk2350_pilon.4, Acerv_evm.model.Segkk2573_pilon.20, Acerv_evm.model.Segkk719_pilon.2, Acerv_evm.model.Segkk2302_pilon.3, Acerv_evm.model.Segkk2857_pilon.4, Acerv_evm.model.Segkk3408_pilon.8, Acerv_evm.model.Segkk440_pilon.6, Acerv_evm.model.Segkk2578_pilon.38
OG0000047	Pocillopora_acuta_HIv1_PredGene_g1057.t1	Acerv_evm.model.Segkk681_pilon.3, Acerv_evm.model.Segkk1156_pilon.2, Acerv_evm.model.Segkk4018_pilon.6, Acerv_evm.model.Segkk319_pilon.13
OG0000047	Pocillopora_acuta_HIv1_PredGene_g11409.t1	Acerv_evm.model.Segkk2055_pilon.32
OG0000047	Pocillopora_acuta_HIv1_PredGene_g19232.t1	Acerv_evm.model.Segkk971_pilon.67, Acerv_evm.model.Segkk3010_pilon.14, Acerv_evm.model.Segkk1055_pilon.2, Acerv_evm.model.Segkk2889_pilon.8, Acerv_evm.model.Segkk2355_pilon.11, Acerv_evm.model.Segkk1055_pilon.3, Acerv_evm.model.Segkk3432_pilon.9, Acerv_evm.model.Segkk3050_pilon.46, Acerv_evm.model.Segkk121_pilon.3, Acerv_evm.model.Segkk655_pilon.6, Acerv_evm.model.Segkk644_pilon.19, Acerv_evm.model.Segkk2305_pilon.10, Acerv_evm.model.Segkk3389_pilon.3, Acerv_evm.model.Segkk3470_pilon.5, Acerv_evm.model.Segkk982_pilon.4, Acerv_evm.model.Segkk1416_pilon.4, Acerv_evm.model.Segkk3025_pilon.2, Acerv_evm.model.Segkk4300_pilon.12, Acerv_evm.model.Segkk2004_pilon.8, Acerv_evm.model.Segkk2146_pilon.12, Acerv_evm.model.Segkk4292_pilon.7
OG0000047	Pocillopora_acuta_HIv1_PredGene_g23273.t1, Pocillopora_acuta_HIv1_PredGene_g32751.t1	Acerv_evm.model.Segkk2164_pilon.51, Acerv_evm.model.Segkk2204_pilon.6
OG0000048	Pocillopora_acuta_HIv1_PredGene_g12566.t1	Acerv_evm.model.Segkk3263_pilon.42
OG0000048	Pocillopora_acuta_HIv1_PredGene_g19890.t1, Pocillopora_acuta_HIv1_PredGene_g13612.t1	Acerv_evm.model.Segkk2716_pilon.6, Acerv_evm.model.Segkk2716_pilon.7, Acerv_evm.model.Segkk2716_pilon.5, Acerv_evm.model.Segkk2377_pilon.1, Acerv_evm.model.Segkk3099_pilon.2, Acerv_evm.model.Segkk1182_pilon.1, Acerv_evm.model.Segkk1405_pilon.1, Acerv_evm.model.Segkk1441_pilon.1, Acerv_evm.model.Segkk1441_pilon.2, Acerv_evm.model.Segkk1553_pilon.6, Acerv_evm.model.Segkk1848_pilon.2, Acerv_evm.model.Segkk2433_pilon.3, Acerv_evm.model.Segkk1848_pilon.3, Acerv_evm.model.Segkk1421_pilon.4, Acerv_evm.model.Segkk4013_pilon.3, Acerv_evm.model.Segkk184_pilon.1, Acerv_evm.model.Segkk4013_pilon.6, Acerv_evm.model.Segkk664_pilon.4
OG0000049	Pocillopora_acuta_HIv1_PredGene_g10826.t1	Acerv_evm.model.Segkk3642_pilon.1, Acerv_evm.model.Segkk3451_pilon.11, Acerv_evm.model.Segkk2410_pilon.19, Acerv_evm.model.Segkk2424_pilon.9, Acerv_evm.model.Segkk3408_pilon.22, Acerv_evm.model.Segkk1868_pilon.28
OG0000049	Pocillopora_acuta_HIv1_PredGene_g21157.t1, Pocillopora_acuta_HIv1_PredGene_g25688.t1, Pocillopora_acuta_HIv1_PredGene_g24920.t1, Pocillopora_acuta_HIv1_PredGene_g29118.t1, Pocillopora_acuta_HIv1_PredGene_g13620.t1, Pocillopora_acuta_HIv1_PredGene_g32217.t1, Pocillopora_acuta_HIv1_PredGene_g21156.t1, Pocillopora_acuta_HIv1_PredGene_g24921.t1, Pocillopora_acuta_HIv1_PredGene_g19881.t1, Pocillopora_acuta_HIv1_PredGene_g30469.t1, Pocillopora_acuta_HIv1_PredGene_g12668.t1, Pocillopora_acuta_HIv1_PredGene_g750.t1, Pocillopora_acuta_HIv1_PredGene_g21266.t1, Pocillopora_acuta_HIv1_PredGene_g6059.t1, Pocillopora_acuta_HIv1_PredGene_g9631.t1	Acerv_evm.model.Segkk2693_pilon.3
OG0000050	Pocillopora_acuta_HIv1_PredGene_g2944.t1	Acerv_evm.model.Segkk3935_pilon.4, Acerv_evm.model.Segkk2225_pilon.8, Acerv_evm.model.Segkk1451_pilon.14, Acerv_evm.model.Segkk993_pilon.32, Acerv_evm.model.Segkk2056_pilon.18, Acerv_evm.model.Segkk3331_pilon.18, Acerv_evm.model.Segkk1130_pilon.1, Acerv_evm.model.Segkk3197_pilon.23, Acerv_evm.model.Segkk1821_pilon.23, Acerv_evm.model.Segkk3531_pilon.2, Acerv_evm.model.Segkk3518_pilon.36, Acerv_evm.model.Segkk2225_pilon.9, Acerv_evm.model.Segkk3388_pilon.3, Acerv_evm.model.Segkk3983_pilon.15, Acerv_evm.model.Segkk2164_pilon.43, Acerv_evm.model.Segkk2781_pilon.14, Acerv_evm.model.Segkk1288_pilon.80, Acerv_evm.model.Segkk1821_pilon.24, Acerv_evm.model.Segkk2062_pilon.5, Acerv_evm.model.Segkk3341_pilon.8, Acerv_evm.model.Segkk1673_pilon.8, Acerv_evm.model.Segkk3935_pilon.12, Acerv_evm.model.Segkk3730_pilon.20
OG0000050	Pocillopora_acuta_HIv1_PredGene_g10386.t1, Pocillopora_acuta_HIv1_PredGene_g14237.t1, Pocillopora_acuta_HIv1_PredGene_g30977.t1, Pocillopora_acuta_HIv1_PredGene_g30360.t1	Acerv_evm.model.Segkk1288_pilon.79, Acerv_evm.model.Segkk2164_pilon.42, Acerv_evm.model.Segkk3122_pilon.27, Acerv_evm.model.Segkk3983_pilon.14
OG0000051	Pocillopora_acuta_HIv1_PredGene_g12431.t1, Pocillopora_acuta_HIv1_PredGene_g28650.t1, Pocillopora_acuta_HIv1_PredGene_g26229.t1	Acerv_evm.model.Segkk3376_pilon.14, Acerv_evm.model.Segkk3999_pilon.16, Acerv_evm.model.Segkk2151_pilon.6, Acerv_evm.model.Segkk1151_pilon.27, Acerv_evm.model.Segkk1003_pilon.15
OG0000051	Pocillopora_acuta_HIv1_PredGene_g26230.t1, Pocillopora_acuta_HIv1_PredGene_g28649.t1, Pocillopora_acuta_HIv1_PredGene_g12432.t1, Pocillopora_acuta_HIv1_PredGene_g28505.t1, Pocillopora_acuta_HIv1_PredGene_g28505.t2, Pocillopora_acuta_HIv1_PredGene_g24309.t1	Acerv_evm.model.Segkk3376_pilon.18, Acerv_evm.model.Segkk1151_pilon.22, Acerv_evm.model.Segkk2770_pilon.4, Acerv_evm.model.Segkk1003_pilon.10
OG0000052	Pocillopora_acuta_HIv1_PredGene_g31939.t1, Pocillopora_acuta_HIv1_PredGene_g17497.t1, Pocillopora_acuta_HIv1_PredGene_11579_t, Pocillopora_acuta_HIv1_PredGene_g1209.t1, Pocillopora_acuta_HIv1_PredGene_11578_t, Pocillopora_acuta_HIv1_PredGene_g1211.t1, Pocillopora_acuta_HIv1_PredGene_g6537.t1	Acerv_evm.model.Segkk555_pilon.32, Acerv_evm.model.Segkk555_pilon.20, Acerv_evm.model.Segkk555_pilon.22, Acerv_evm.model.Segkk555_pilon.25, Acerv_evm.model.Segkk555_pilon.35, Acerv_evm.model.Segkk1124_pilon.2, Acerv_evm.model.Segkk731_pilon.3, Acerv_evm.model.Segkk2410_pilon.18, Acerv_evm.model.Segkk36_pilon.4, Acerv_evm.model.Segkk1932_pilon.19, Acerv_evm.model.Segkk3968_pilon.2, Acerv_evm.model.Segkk2719_pilon.1, Acerv_evm.model.Segkk4305_pilon.6, Acerv_evm.model.Segkk4305_pilon.5, Acerv_evm.model.Segkk3568_pilon.1, Acerv_evm.model.Segkk1180_pilon.4, Acerv_evm.model.Segkk1567_pilon.1, Acerv_evm.model.Segkk36_pilon.5, Acerv_evm.model.Segkk4305_pilon.1, Acerv_evm.model.Segkk4305_pilon.3, Acerv_evm.model.Segkk1389_pilon.6, Acerv_evm.model.Segkk4305_pilon.7
OG0000053	Pocillopora_acuta_HIv1_PredGene_g20513.t1, Pocillopora_acuta_HIv1_PredGene_6981_t, Pocillopora_acuta_HIv1_PredGene_g20510.t1, Pocillopora_acuta_HIv1_PredGene_g20501.t1, Pocillopora_acuta_HIv1_PredGene_6976_t, Pocillopora_acuta_HIv1_PredGene_g20500.t1, Pocillopora_acuta_HIv1_PredGene_g20503.t1, Pocillopora_acuta_HIv1_PredGene_g6452.t1	Acerv_evm.model.Segkk2530_pilon.1
OG0000053	Pocillopora_acuta_HIv1_PredGene_g20514.t1	Acerv_evm.model.Segkk1011_pilon.50, Acerv_evm.model.Segkk1011_pilon.48
OG0000053	Pocillopora_acuta_HIv1_PredGene_g20511.t1, Pocillopora_acuta_HIv1_PredGene_g20512.t1, Pocillopora_acuta_HIv1_PredGene_g31472.t1	Acerv_evm.model.Segkk1605_pilon.11, Acerv_evm.model.Segkk1546_pilon.2, Acerv_evm.model.Segkk1546_pilon.1
OG0000054	Pocillopora_acuta_HIv1_PredGene_g10147.t1, Pocillopora_acuta_HIv1_PredGene_g5000.t1	Acerv_evm.model.Segkk609_pilon.7, Acerv_evm.model.Segkk389_pilon.15, Acerv_evm.model.Segkk2540_pilon.2, Acerv_evm.model.Segkk2112_pilon.1, Acerv_evm.model.Segkk3454_pilon.45, Acerv_evm.model.Segkk3386_pilon.20, Acerv_evm.model.Segkk1309_pilon.11, Acerv_evm.model.Segkk1063_pilon.2, Acerv_evm.model.Segkk3386_pilon.25, Acerv_evm.model.Segkk1346_pilon.5, Acerv_evm.model.Segkk476_pilon.12, Acerv_evm.model.Segkk3976_pilon.30, Acerv_evm.model.Segkk4193_pilon.26, Acerv_evm.model.Segkk2582_pilon.6, Acerv_evm.model.Segkk1425_pilon.2, Acerv_evm.model.Segkk506_pilon.1, Acerv_evm.model.Segkk3431_pilon.3, Acerv_evm.model.Segkk2310_pilon.6, Acerv_evm.model.Segkk581_pilon.3, Acerv_evm.model.Segkk3331_pilon.31, Acerv_evm.model.Segkk4308_pilon.12, Acerv_evm.model.Segkk2851_pilon.8, Acerv_evm.model.Segkk1281_pilon.2, Acerv_evm.model.Segkk2240_pilon.2, Acerv_evm.model.Segkk1821_pilon.22, Acerv_evm.model.Segkk199_pilon.1, Acerv_evm.model.Segkk312_pilon.1
OG0000054	Pocillopora_acuta_HIv1_PredGene_g15391.t1	Acerv_evm.model.Segkk472_pilon.2, Acerv_evm.model.Segkk3763_pilon.21, Acerv_evm.model.Segkk3134_pilon.20, Acerv_evm.model.Segkk4136_pilon.8, Acerv_evm.model.Segkk56_pilon.5, Acerv_evm.model.Segkk3093_pilon.3
OG0000054	Pocillopora_acuta_HIv1_PredGene_g9453.t1	Acerv_evm.model.Segkk971_pilon.61
OG0000054	Pocillopora_acuta_HIv1_PredGene_g26723.t1	Acerv_evm.model.Segkk326_pilon.3, Acerv_evm.model.Segkk3741_pilon.16
