"","gene_id","19_T33_Ac_WK","24_T12_Ac_FM","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","45_T41_Ac_SC_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM","scaffold","start","stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"144","Acerv_evm.TU.Segkk1049_pilon.2",525,0,1216,1043,394,736,412,365,967,1784,364,329,260,771,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Acerv_evm.TU.Segkk1049_pilon.4",1165,0,1843,1634,810,1432,575,576,1377,1792,371,248,548,1117,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Acerv_evm.TU.Segkk1049_pilon.7",76,0,146,147,43,58,56,86,185,197,38,69,32,71,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Acerv_evm.TU.Segkk105_pilon.16",619,32,1267,1231,451,784,386,506,983,1375,364,470,343,745,253,"Segkk105_pilon",181127,199158,18031,NA,NA,NA,NA,NA,NA,NA
"148","Acerv_evm.TU.Segkk105_pilon.18",993,0,2334,2258,897,1332,740,1037,2181,3001,672,633,622,1467,527,"Segkk105_pilon",205168,212541,7373,NA,NA,NA,NA,NA,NA,NA
"149","Acerv_evm.TU.Segkk105_pilon.19",2202,75,4390,3576,1508,2751,1578,1595,3996,4982,1305,1120,1232,2991,983,"Segkk105_pilon",216724,217305,581,NA,NA,NA,NA,NA,NA,NA
"150","Acerv_evm.TU.Segkk105_pilon.2",55,0,189,146,52,105,49,51,106,167,45,31,29,97,42,"Segkk105_pilon",61448,62847,1399,NA,NA,NA,NA,NA,NA,NA
"151","Acerv_evm.TU.Segkk105_pilon.20",616,67,1270,1340,506,861,399,500,1145,1232,344,220,373,826,220,"Segkk105_pilon",218722,219306,584,NA,NA,NA,NA,NA,NA,NA
"152","Acerv_evm.TU.Segkk105_pilon.21",117,0,157,152,57,118,55,60,123,166,43,41,44,129,36,"Segkk105_pilon",222048,224292,2244,NA,NA,NA,NA,NA,NA,NA
"153","Acerv_evm.TU.Segkk105_pilon.23",279,0,403,422,159,266,154,177,487,598,143,154,123,308,105,"Segkk105_pilon",232974,235372,2398,NA,NA,NA,NA,NA,NA,NA
"154","Acerv_evm.TU.Segkk105_pilon.25",93,63,216,206,93,128,110,122,242,303,124,160,68,183,64,"Segkk105_pilon",241442,248065,6623,"GO:0016772",0.0325000999366365,0.999563082205217,1,6,"transferase activity, transferring phosphorus-containing groups","MF"
"155","Acerv_evm.TU.Segkk105_pilon.27",600,25,1082,1150,420,742,375,543,1096,1317,363,423,316,653,260,"Segkk105_pilon",255843,279183,23340,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"156","Acerv_evm.TU.Segkk105_pilon.7",156,0,124,155,31,154,43,47,136,296,12,16,45,101,17,"Segkk105_pilon",113080,118897,5817,NA,NA,NA,NA,NA,NA,NA
"157","Acerv_evm.TU.Segkk105_pilon.9",14,0,37,51,14,26,15,12,41,42,20,10,12,21,0,"Segkk105_pilon",132136,134332,2196,NA,NA,NA,NA,NA,NA,NA
"158","Acerv_evm.TU.Segkk1050_pilon.16",33,0,71,76,19,26,11,13,29,39,9,22,10,30,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Acerv_evm.TU.Segkk1050_pilon.18",13,0,62,32,17,40,17,20,26,42,8,10,5,24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Acerv_evm.TU.Segkk1050_pilon.22",76,0,244,168,96,144,66,108,133,171,49,56,51,225,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Acerv_evm.TU.Segkk1050_pilon.3",429,0,816,928,335,589,325,284,922,1184,360,470,239,584,200,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"162","Acerv_evm.TU.Segkk1050_pilon.34",94,0,137,112,70,107,41,88,114,151,0,26,42,114,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Acerv_evm.TU.Segkk1050_pilon.35",153,0,357,348,126,180,137,216,369,565,132,136,80,238,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Acerv_evm.TU.Segkk1050_pilon.40",580,54,1068,869,364,803,264,330,637,1678,247,182,337,781,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Acerv_evm.TU.Segkk1050_pilon.5",658,5,1427,1259,469,865,413,476,1260,1744,385,455,307,789,246,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"166","Acerv_evm.TU.Segkk1050_pilon.8",604,0,2738,968,967,1299,539,365,695,1720,385,201,301,1542,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Acerv_evm.TU.Segkk1053_pilon.2",58,1,90,105,34,70,38,56,195,288,43,23,26,62,17,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"168","Acerv_evm.TU.Segkk1053_pilon.3",67,1,114,100,51,99,37,96,253,326,69,25,35,81,21,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"169","Acerv_evm.TU.Segkk1056_pilon.1",31,0,53,39,14,26,14,95,19,30,7,24,30,30,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Acerv_evm.TU.Segkk1057_pilon.1",52,0,124,137,41,83,56,49,115,150,38,45,24,93,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Acerv_evm.TU.Segkk1057_pilon.2",280,0,99,141,51,109,48,9,17,19,0,35,98,69,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Acerv_evm.TU.Segkk1059_pilon.6",47,4,90,65,46,53,21,21,78,99,42,16,18,67,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Acerv_evm.TU.Segkk1060_pilon.1",188,0,403,270,147,281,109,109,137,213,59,142,113,233,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Acerv_evm.TU.Segkk1061_pilon.1",223,0,559,424,205,373,241,369,751,879,204,210,132,359,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Acerv_evm.TU.Segkk1062_pilon.2",149,0,300,284,115,196,96,158,292,454,121,135,78,207,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Acerv_evm.TU.Segkk1065_pilon.2",597,0,846,1228,259,510,258,340,1064,1703,378,250,299,510,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Acerv_evm.TU.Segkk1065_pilon.3",95,0,175,211,57,110,63,83,189,234,68,37,33,91,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Acerv_evm.TU.Segkk1065_pilon.4",909,0,1328,1992,492,885,688,747,1587,1607,1065,455,400,733,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Acerv_evm.TU.Segkk1065_pilon.6",152,0,314,327,128,207,134,146,427,474,109,199,75,234,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Acerv_evm.TU.Segkk1065_pilon.7",44,0,98,30,36,59,20,12,26,56,10,9,18,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Acerv_evm.TU.Segkk1067_pilon.2",196,0,371,375,82,120,115,182,401,354,96,125,58,167,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Acerv_evm.TU.Segkk1069_pilon.1",271,0,526,499,188,350,185,236,528,695,196,215,158,363,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Acerv_evm.TU.Segkk1070_pilon.1",283,0,554,499,161,303,187,228,489,703,168,171,127,288,122,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"184","Acerv_evm.TU.Segkk1070_pilon.12",132,0,232,236,102,167,97,104,272,331,80,94,55,162,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Acerv_evm.TU.Segkk1070_pilon.14",54,2,91,106,29,47,38,23,105,137,25,30,21,48,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Acerv_evm.TU.Segkk1070_pilon.18",95,0,171,198,57,82,62,50,150,217,42,38,34,80,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Acerv_evm.TU.Segkk1070_pilon.2",272,0,498,406,175,337,168,190,447,632,155,164,107,297,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Acerv_evm.TU.Segkk1070_pilon.20",446,0,806,676,281,451,250,263,581,664,179,229,148,436,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Acerv_evm.TU.Segkk1070_pilon.3",307,0,585,382,272,432,155,183,316,424,108,97,187,427,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Acerv_evm.TU.Segkk1070_pilon.4",71,0,129,117,54,75,46,44,49,95,23,33,50,81,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Acerv_evm.TU.Segkk1070_pilon.6",61,0,99,179,46,85,54,102,217,265,81,49,19,67,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Acerv_evm.TU.Segkk1070_pilon.8",8,0,35,37,7,11,9,8,23,28,7,9,6,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Acerv_evm.TU.Segkk1070_pilon.9",317,0,702,625,205,353,213,250,699,999,170,169,109,343,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Acerv_evm.TU.Segkk1071_pilon.11",13,0,43,21,15,20,8,11,20,19,13,13,5,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Acerv_evm.TU.Segkk1071_pilon.2",403,0,800,678,245,435,219,245,509,784,164,237,168,424,110,"Segkk1071_pilon",16650,37377,20727,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"196","Acerv_evm.TU.Segkk1071_pilon.3",44,0,78,50,18,29,22,20,80,90,21,10,14,28,12,"Segkk1071_pilon",40068,42521,2453,NA,NA,NA,NA,NA,NA,NA
"197","Acerv_evm.TU.Segkk1071_pilon.5",59,0,91,103,34,80,46,45,108,143,32,30,34,70,27,"Segkk1071_pilon",48268,50180,1912,NA,NA,NA,NA,NA,NA,NA
"198","Acerv_evm.TU.Segkk1071_pilon.7",62,0,97,86,37,68,33,32,82,119,23,24,28,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Acerv_evm.TU.Segkk1071_pilon.8",165,0,288,293,96,201,122,115,307,430,109,107,67,161,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Acerv_evm.TU.Segkk1071_pilon.9",178,0,325,392,118,218,148,170,483,594,173,185,97,196,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Acerv_evm.TU.Segkk1072_pilon.1",602,0,420,1413,287,708,244,1271,1698,2178,421,187,261,398,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Acerv_evm.TU.Segkk1072_pilon.11",140,0,135,242,54,83,47,75,230,290,64,54,56,71,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Acerv_evm.TU.Segkk1072_pilon.13",128,0,231,243,81,155,100,108,238,344,80,105,79,181,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Acerv_evm.TU.Segkk1072_pilon.4",480,0,567,913,287,755,258,221,652,1129,201,250,266,549,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Acerv_evm.TU.Segkk1073_pilon.1",130,0,238,256,88,163,62,90,234,258,75,75,73,190,52,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"206","Acerv_evm.TU.Segkk1073_pilon.5",375,0,761,537,290,464,196,191,425,678,103,130,240,390,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Acerv_evm.TU.Segkk1073_pilon.7",75,0,113,136,41,65,40,50,101,109,30,23,28,59,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Acerv_evm.TU.Segkk1074_pilon.1",97,0,172,190,72,130,67,75,132,230,51,74,55,128,36,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"209","Acerv_evm.TU.Segkk1075_pilon.12",851,1,1777,2005,1104,2087,662,1438,1889,1127,1583,115,330,561,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Acerv_evm.TU.Segkk1075_pilon.14",105,0,153,217,95,149,70,129,235,329,96,106,41,109,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Acerv_evm.TU.Segkk1075_pilon.16",299,6,533,442,229,420,191,212,405,483,134,181,179,349,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Acerv_evm.TU.Segkk1075_pilon.17",83,0,174,121,61,95,63,56,139,151,47,53,46,108,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Acerv_evm.TU.Segkk1075_pilon.2",109,0,211,252,78,139,79,87,248,351,82,101,47,121,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Acerv_evm.TU.Segkk1075_pilon.20",15,0,33,34,22,23,25,17,25,42,15,34,14,35,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Acerv_evm.TU.Segkk1075_pilon.22",779,0,1413,1234,448,797,538,348,1285,1912,348,423,314,1016,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Acerv_evm.TU.Segkk1075_pilon.23",70,0,87,71,44,101,23,22,56,101,11,33,43,48,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Acerv_evm.TU.Segkk1075_pilon.5",94,0,196,224,81,115,64,101,267,292,67,95,50,129,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Acerv_evm.TU.Segkk1075_pilon.9",45,1,120,87,53,67,38,47,85,82,23,30,18,69,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Acerv_evm.TU.Segkk1076_pilon.1",78,0,100,99,51,107,40,51,66,143,17,15,36,68,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Acerv_evm.TU.Segkk1076_pilon.11",218,0,338,245,135,234,82,70,160,239,41,40,95,233,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Acerv_evm.TU.Segkk1076_pilon.12",68,0,115,96,58,94,37,39,71,126,25,17,35,76,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Acerv_evm.TU.Segkk1076_pilon.2",47,0,113,113,34,91,34,43,85,122,34,22,30,76,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Acerv_evm.TU.Segkk1076_pilon.4",39,0,67,76,19,51,20,8,31,68,19,6,22,56,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Acerv_evm.TU.Segkk1076_pilon.9",1114,0,2350,1384,1047,1304,644,571,1091,1732,310,390,620,1385,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Acerv_evm.TU.Segkk1077_pilon.1",51,0,78,89,23,53,0,41,123,156,35,43,29,47,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Acerv_evm.TU.Segkk1077_pilon.11",529,0,1069,852,334,628,351,432,690,1181,248,378,284,621,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Acerv_evm.TU.Segkk1077_pilon.13",128,0,302,338,118,163,83,178,288,377,109,75,53,162,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Acerv_evm.TU.Segkk1077_pilon.14",156,0,305,292,122,207,99,131,303,376,92,95,70,176,58,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"229","Acerv_evm.TU.Segkk1077_pilon.15",294,0,542,295,152,342,135,151,169,543,145,105,153,516,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Acerv_evm.TU.Segkk1077_pilon.4",78,0,159,178,40,94,55,71,178,132,40,76,36,112,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Acerv_evm.TU.Segkk1077_pilon.5",60,2,124,75,51,51,49,13,63,94,17,54,30,119,29,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"232","Acerv_evm.TU.Segkk1077_pilon.8",733,0,1355,1584,396,933,460,724,1737,2463,690,721,376,871,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Acerv_evm.TU.Segkk1078_pilon.10",176,2,420,493,116,237,125,158,380,599,173,124,82,223,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Acerv_evm.TU.Segkk1078_pilon.12",509,0,1087,1014,367,683,371,408,1054,1497,370,311,267,679,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Acerv_evm.TU.Segkk1078_pilon.14",239,0,589,475,159,298,160,112,327,306,114,72,93,266,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Acerv_evm.TU.Segkk1078_pilon.16",620,64,1196,1278,425,740,411,541,1345,1878,365,397,315,763,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Acerv_evm.TU.Segkk1078_pilon.18",28,1,48,52,18,28,19,26,66,67,12,16,24,29,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Acerv_evm.TU.Segkk1078_pilon.19",894,0,959,772,373,772,315,336,676,1090,237,229,407,665,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Acerv_evm.TU.Segkk1078_pilon.2",49,5,94,83,37,60,44,40,81,104,27,25,27,83,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Acerv_evm.TU.Segkk1078_pilon.3",33,0,79,80,24,42,39,33,92,104,20,39,15,57,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Acerv_evm.TU.Segkk1078_pilon.31",14,0,34,20,7,22,6,13,42,36,8,14,6,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Acerv_evm.TU.Segkk1078_pilon.4",87,4,183,123,51,100,49,59,103,174,36,48,37,89,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Acerv_evm.TU.Segkk1078_pilon.40",75,0,257,208,68,120,44,60,123,167,22,41,27,111,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Acerv_evm.TU.Segkk1078_pilon.43",56,0,130,151,44,80,38,89,191,218,48,48,32,76,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Acerv_evm.TU.Segkk1078_pilon.45",55,0,129,149,46,87,58,79,135,151,63,61,38,87,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Acerv_evm.TU.Segkk1078_pilon.50",288,0,717,253,180,304,159,138,414,506,106,120,82,285,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Acerv_evm.TU.Segkk1078_pilon.55",22,8,68,28,13,18,20,7,34,39,11,17,9,36,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Acerv_evm.TU.Segkk1078_pilon.56",50,0,103,57,30,48,46,14,33,23,7,47,12,41,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Acerv_evm.TU.Segkk1078_pilon.63",40,5,19,26,19,44,18,32,19,14,16,25,18,42,7,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"250","Acerv_evm.TU.Segkk1078_pilon.77",260,0,569,486,189,323,169,194,482,688,189,175,123,310,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Acerv_evm.TU.Segkk1078_pilon.8",113,0,226,259,87,129,70,181,365,408,106,73,44,132,50,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"252","Acerv_evm.TU.Segkk1078_pilon.87",257,0,701,602,189,360,223,160,500,779,156,253,135,448,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Acerv_evm.TU.Segkk1078_pilon.96",1499,0,2859,2627,861,1608,907,1210,3097,3753,800,885,589,1575,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Acerv_evm.TU.Segkk1079_pilon.11",279,0,466,473,174,277,143,157,496,601,164,146,83,273,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Acerv_evm.TU.Segkk1079_pilon.14",350,0,534,551,223,372,221,275,537,735,181,173,170,368,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Acerv_evm.TU.Segkk1079_pilon.2",193,0,466,136,79,109,96,32,83,136,18,83,57,200,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Acerv_evm.TU.Segkk1079_pilon.21",91,2,152,114,67,102,76,48,106,113,35,55,33,118,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Acerv_evm.TU.Segkk1079_pilon.23",23,0,64,65,19,31,18,15,46,59,8,15,9,31,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Acerv_evm.TU.Segkk1079_pilon.25",275,2,770,392,169,237,194,102,224,387,44,180,118,333,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Acerv_evm.TU.Segkk1079_pilon.26",23,0,45,90,20,57,16,94,181,293,44,11,11,25,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Acerv_evm.TU.Segkk1079_pilon.27",64,0,142,110,42,58,40,375,884,1565,300,19,27,77,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Acerv_evm.TU.Segkk1079_pilon.29",40,0,81,58,32,50,30,273,956,1738,271,19,22,66,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Acerv_evm.TU.Segkk1079_pilon.3",37,0,220,31,28,52,53,409,60,513,177,29,18,58,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Acerv_evm.TU.Segkk1079_pilon.5",4548,0,7611,6411,4724,6933,2828,5159,2576,12754,1067,2614,4117,10827,1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Acerv_evm.TU.Segkk1079_pilon.7",200,0,275,217,97,210,79,66,164,285,60,43,86,207,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Acerv_evm.TU.Segkk1079_pilon.8",395,0,693,660,230,412,248,215,550,784,194,195,174,405,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Acerv_evm.TU.Segkk1080_pilon.2",65,0,142,102,36,60,49,40,116,103,28,48,35,67,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Acerv_evm.TU.Segkk1081_pilon.1",596,0,1177,1067,401,771,384,427,914,1281,313,276,299,714,190,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"269","Acerv_evm.TU.Segkk1081_pilon.10",543,0,1198,849,410,857,331,404,753,1134,258,270,272,739,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Acerv_evm.TU.Segkk1081_pilon.2",239,23,486,410,175,413,127,327,347,517,130,114,126,290,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Acerv_evm.TU.Segkk1081_pilon.5",75,0,117,160,53,95,53,34,63,79,26,17,41,80,23,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"272","Acerv_evm.TU.Segkk1081_pilon.6",95,0,208,181,53,99,62,80,148,204,58,39,48,99,40,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"273","Acerv_evm.TU.Segkk1082_pilon.1",920,0,2242,1954,671,1265,590,535,1438,2842,543,564,445,1454,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Acerv_evm.TU.Segkk1087_pilon.1",318,0,593,582,219,400,215,254,468,758,172,240,191,418,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Acerv_evm.TU.Segkk1087_pilon.2",16,0,44,44,17,18,9,33,48,82,14,8,10,24,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Acerv_evm.TU.Segkk1089_pilon.3",1067,1,2345,1736,1842,3032,635,927,524,779,217,225,989,4347,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Acerv_evm.TU.Segkk1090_pilon.1",80,0,134,147,56,111,55,107,149,217,54,41,43,105,30,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"278","Acerv_evm.TU.Segkk1091_pilon.9",19,0,35,25,12,19,17,13,23,33,9,26,7,24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Acerv_evm.TU.Segkk1092_pilon.4",98,9,137,139,42,76,37,51,162,233,38,41,32,108,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Acerv_evm.TU.Segkk1092_pilon.6",828,0,1813,1420,594,993,643,604,1780,2536,464,377,451,1037,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Acerv_evm.TU.Segkk1092_pilon.7",254,0,498,455,183,301,172,250,633,766,158,180,127,332,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Acerv_evm.TU.Segkk1093_pilon.1",3251,0,4823,4188,1827,3576,1467,1667,3812,7613,1196,1440,1242,2789,854,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"283","Acerv_evm.TU.Segkk1093_pilon.4",129,0,411,328,101,209,112,117,264,298,99,139,41,200,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Acerv_evm.TU.Segkk110_pilon.1",19,0,59,43,14,28,14,14,42,63,15,14,8,18,7,"Segkk110_pilon",3869,6376,2507,NA,NA,NA,NA,NA,NA,NA
"285","Acerv_evm.TU.Segkk110_pilon.2",42,0,143,122,37,58,33,33,89,136,30,50,15,62,18,"Segkk110_pilon",10821,11267,446,NA,NA,NA,NA,NA,NA,NA
"286","Acerv_evm.TU.Segkk110_pilon.3",477,0,1076,904,321,517,360,469,1070,1221,344,486,197,533,234,"Segkk110_pilon",12308,19438,7130,NA,NA,NA,NA,NA,NA,NA
"287","Acerv_evm.TU.Segkk110_pilon.4",11,99,28,20,10,13,11,14,36,29,9,9,0,18,9,"Segkk110_pilon",20731,22299,1568,NA,NA,NA,NA,NA,NA,NA
"288","Acerv_evm.TU.Segkk110_pilon.6",42,0,74,72,34,53,37,37,82,100,27,35,19,47,23,"Segkk110_pilon",28655,30656,2001,NA,NA,NA,NA,NA,NA,NA
